AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
11564,4671,Robert Sunder,29,M,A2
11565,4672,Harish Tara,44,M,A1
11566,4672,Krisha Mitra,24,F,A2
11567,4673,Frederick Randhawa,47,M,A1
11568,4674,Aayush Babu,30,M,A1
11569,4674,Teerth Bahri,21,M,A2
11570,4674,Chatura Agate,30,M,A3
11571,4674,Chanakya Om,34,M,A4
11572,4675,Charan Sahni,37,M,A1
11573,4675,Parth De,47,M,A2
11574,4675,Pranit Konda,44,M,A3
11575,4676,Jacob Tandon,43,M,A1
11576,4677,Nisha Swamy,36,F,A1
11577,4678,Hitesh Choudhary,47,M,A1
11578,4678,Amruta Jani,37,F,A2
11579,4678,Kai Warrior,25,M,A3
11580,4679,Jeevika Parekh,25,F,A1
11581,4679,Ekapad Thakkar,31,M,A2
11582,4679,Faris Kala,42,M,A3
11583,4680,William Kalita,39,M,A1
11584,4680,Dev Varughese,38,M,A2
11585,4680,Mohini Edwin,41,F,A3
11586,4681,Ayushman Char,19,M,A1
11587,4681,Yug Acharya,38,M,A2
11588,4682,Rehaan Bhavsar,23,M,A1
11589,4682,Daniel Dora,44,M,A2
11590,4683,Meghana Rau,24,F,A1
11591,4684,Krish Dey,27,M,A1
11592,4684,Jagat Kari,36,M,A2
11593,4684,Max Muni,41,M,A3
11594,4684,Bhavya Chand,47,F,A4
11595,4685,Abdul Menon,26,M,A1
11596,4685,Mohammed Bobal,30,M,A2
11597,4685,Inaya Raju,23,F,A3
11598,4686,Christopher Purohit,23,M,A1
11599,4686,Anmol Mitra,47,M,A2
11600,4686,Pranit Ramaswamy,29,M,A3
11601,4687,Azaan Shukla,32,M,A1
11602,4687,Patrick Bobal,28,M,A2
11603,4687,Madhav Bhandari,41,M,A3
11604,4687,Maanas Bandi,46,M,A4
11605,4688,Wridesh Dey,25,M,A1
11606,4689,Siddharth Sankaran,23,M,A1
11607,4690,Yachana Mital,35,F,A1
11608,4690,Chatura Kanda,40,M,A2
11609,4690,Yahvi Pandey,45,F,A3
11610,4690,Isaac Kumer,44,M,A4
11611,4691,Theodore Padmanabhan,24,M,A1
11612,4692,Timothy Parikh,45,M,A1
11613,4692,Madhav Baral,18,M,A2
11614,4692,Girish Chander,26,M,A3
11615,4692,Liam Sahota,36,M,A4
11616,4693,Tarak Divan,40,M,A1
11617,4693,Lakshit Lata,41,M,A2
11618,4693,Abeer Edwin,32,M,A3
11619,4694,Neel Sur,25,M,A1
11620,4694,Zaid Munshi,26,M,A2
11621,4695,Tanveer Balan,25,M,A1
11622,4695,Nachiket Magar,19,M,A2
11623,4695,Gavin Padmanabhan,34,M,A3
11624,4696,Nitesh Patla,26,M,A1
11625,4696,Balveer Lall,44,M,A2
11626,4697,Jonathan Balakrishnan,42,M,A1
11627,4697,Jatin Pathak,29,M,A2
11628,4698,Xavier Halder,27,M,A1
11629,4698,Omaja Sha,38,F,A2
11630,4698,Dipta Uppal,38,F,A3
11631,4699,Vivaan Kurian,27,M,A1
11632,4699,Liam Pai,37,M,A2
11633,4699,Parth Warrior,34,M,A3
11634,4699,Fiyaz Sekhon,27,M,A4
11635,4700,Yatan Behl,23,M,A1
11636,4701,Advik Pai,26,M,A1
11637,4701,Jatin Kaul,31,M,A2
11638,4702,Ethan Dyal,43,M,A1
11639,4703,Nandini Chawla,42,F,A1
11640,4703,Jason Das,35,M,A2
11641,4703,Samaksh Shah,27,M,A3
11642,4703,Rachit Mistry,20,M,A4
11643,4704,Abdul Mallick,34,M,A1
11644,4704,Finn Venkataraman,33,M,A2
11645,4704,Ekansh Shenoy,42,M,A3
11646,4705,Girindra Sridhar,22,M,A1
11647,4705,Gauri Madan,22,F,A2
11648,4706,Ayush Narula,25,M,A1
11649,4706,Qasim Kala,25,M,A2
11650,4707,Ikshita Madan,37,F,A1
11651,4707,Wyatt Kalita,28,M,A2
11652,4707,Manbir Pai,31,M,A3
11653,4708,Wriddhish Chahal,35,M,A1
11654,4708,Girik Dhar,43,M,A2
11655,4708,Krish Bhalla,44,M,A3
11656,4708,Harrison Kurian,23,M,A4
11657,4709,Rehaan Savant,20,M,A1
11658,4710,Ansh Mittal,21,M,A1
11659,4710,Yagnesh Vohra,22,M,A2
11660,4710,Henry Thakur,33,M,A3
11661,4710,Jack Cheema,41,M,A4
11662,4711,Nakul Verma,33,M,A1
11663,4711,Jairaj Parekh,39,M,A2
11664,4711,Ranveer Koshy,26,M,A3
11665,4712,Vedant Sunder,31,M,A1
11666,4713,Ayushman Seshadri,28,M,A1
11667,4714,Ekavir Bahl,27,M,A1
11668,4715,Gagan Gopal,30,M,A1
11669,4715,Udant Gulati,42,M,A2
11670,4715,Veda Das,22,F,A3
11671,4715,Kalpit Dara,45,M,A4
11672,4716,Hitesh Chanda,35,M,A1
11673,4716,Fiyaz Chaudhuri,42,M,A2
11674,4717,Jack Nair,27,M,A1
11675,4717,Jasmit Arora,29,F,A2
11676,4717,Samarth Nagarajan,29,M,A3
11677,4718,Charan Saha,25,M,A1
11678,4719,Aarush Parsa,24,M,A1
11679,4719,Upma Acharya,28,F,A2
11680,4720,Kalpit Anand,33,M,A1
11681,4720,Farhan Char,29,M,A2
11682,4720,Warinder Gopal,35,M,A3
11683,4720,Dhruv Dixit,30,M,A4
11684,4721,Baljiwan Sarraf,27,M,A1
11685,4721,Ekaraj Sethi,41,M,A2
11686,4722,Udant Krishnan,38,M,A1
11687,4722,Abeer Chaudhary,24,M,A2
11688,4723,Vamakshi Chahal,27,F,A1
11689,4724,Rayaan Parmer,21,M,A1
11690,4725,Zinal Bhargava,28,F,A1
11691,4725,Balendra Mannan,37,M,A2
11692,4726,Sai Banik,35,M,A1
11693,4726,Utkarsh Murty,25,M,A2
11694,4726,Victor Setty,35,M,A3
11695,4726,Elijah Dyal,36,M,A4
11696,4727,Yatin Sawhney,22,M,A1
11697,4727,Zashil Boase,39,M,A2
11698,4728,Tejas Bumb,42,M,A1
11699,4729,Zayyan Kumer,18,M,A1
11700,4730,Ronith Suresh,23,M,A1
11701,4730,Maanav Ray,21,M,A2
11702,4730,Tanay Shere,40,M,A3
11703,4731,Karan Salvi,28,M,A1
11704,4732,Alexander Ganesh,24,M,A1
11705,4733,Teerth Suri,41,M,A1
11706,4733,Siddharth Ram,32,M,A2
11707,4733,Orinder Bir,38,M,A3
11708,4733,Ridhi Kadakia,33,F,A4
11709,4734,Manthan Kata,26,M,A1
11710,4734,Timothy Nagar,39,M,A2
11711,4735,Jason Devi,43,M,A1
11712,4735,Raghav Bansal,25,M,A2
11713,4736,Yagnesh Ben,20,M,A1
11714,4737,Michael Hayer,46,M,A1
11715,4737,Krish Padmanabhan,40,M,A2
11716,4737,Max Kannan,30,M,A3
11717,4738,Zehaan Mahal,38,M,A1
11718,4738,Wishi Sastry,24,F,A2
11719,4739,Vincent Pant,36,M,A1
11720,4739,Wyatt Rajagopal,44,M,A2
11721,4740,Nathaniel Dani,26,M,A1
11722,4740,Amruta Shah,27,F,A2
11723,4741,Theodore Rana,46,M,A1
11724,4741,Ikbal Narang,34,M,A2
11725,4741,Maanas Dua,26,M,A3
11726,4742,Nakul Oza,43,M,A1
11727,4742,Finn Shetty,47,M,A2
11728,4742,Liam Magar,45,M,A3
11729,4742,Oscar Jain,37,M,A4
11730,4743,Fiyaz Issac,40,M,A1
11731,4743,Hemangini Peri,32,F,A2
11732,4744,Sai Pai,22,M,A1
11733,4745,Akshay Khanna,28,M,A1
11734,4745,Qabil Pingle,44,M,A2
11735,4745,Ayaan Behl,39,M,A3
11736,4746,Girindra Sarin,24,M,A1
11737,4746,Anmol Yogi,41,M,A2
11738,4747,Jason Kaur,34,M,A1
11739,4747,Ekapad Kohli,41,M,A2
11740,4747,Dakshesh Arya,24,M,A3
11741,4747,Upkaar Ganguly,40,M,A4
11742,4748,Zayan Chaudry,40,M,A1
11743,4748,Ubika Barman,27,F,A2
11744,4748,Krishna Subramaniam,28,M,A3
11745,4748,Dalaja Narain,38,F,A4
11746,4749,Noah Trivedi,39,M,A1
11747,4750,Rajata Atwal,21,F,A1
11748,4750,Umang Wadhwa,35,M,A2
11749,4751,Oscar Lanka,29,M,A1
11750,4751,Indira Kurian,30,F,A2
11751,4752,Noah Varma,31,M,A1
11752,4752,Krishna Babu,30,F,A2
11753,4752,Ryan Bora,36,M,A3
11754,4752,Ekansh Dey,41,M,A4
11755,4753,Abeer Varghese,36,M,A1
11756,4754,Michael Nori,27,M,A1
11757,4754,Hardik Mannan,44,M,A2
11758,4754,Farhan Gulati,26,M,A3
11759,4755,Imaran Shah,24,M,A1
11760,4755,Bakhshi Borah,46,M,A2
11761,4755,Hardik Hora,47,M,A3
11762,4756,Advay Munshi,27,M,A1
11763,4756,Januja Kohli,42,F,A2
11764,4757,Mitali Pandya,30,F,A1
11765,4757,Jacob Sachar,44,M,A2
11766,4757,Parth Khosla,36,M,A3
11767,4758,Frado Sastry,21,M,A1
11768,4759,Ekansh Varughese,41,M,A1
11769,4759,Amara De,19,F,A2
11770,4760,Banjeet Boase,45,M,A1
11771,4760,Girik Khalsa,31,M,A2
11772,4760,Abdul Sachar,46,M,A3
11773,4761,Laksh Pant,39,M,A1
11774,4761,Dakshesh Mital,38,M,A2
11775,4761,Timothy Bhatt,27,M,A3
11776,4762,Manthan Ghose,42,M,A1
11777,4762,Chatresh Kala,28,M,A2
11778,4762,Harsh Kalla,33,M,A3
11779,4762,Chakradhar Kibe,34,M,A4
11780,4763,Girish Balakrishnan,40,M,A1
11781,4763,Ira Agarwal,24,F,A2
11782,4763,Zayan Swaminathan,24,M,A3
11783,4764,Ganga Bedi,33,F,A1
11784,4765,Aarush Saran,25,M,A1
11785,4766,Lohit Mitra,46,M,A1
11786,4766,Yatin Korpal,37,M,A2
11787,4767,Yagnesh Sachdev,40,M,A1
11788,4768,Ekapad Shankar,33,M,A1
11789,4768,Thomas Raju,22,M,A2
11790,4769,Zaid Patil,29,M,A1
11791,4769,Mohammed Bhatnagar,29,M,A2
11792,4769,Gagan Shanker,39,M,A3
11793,4769,Jeet Boase,46,M,A4
11794,4770,Mohammed Edwin,35,M,A1
11795,4770,Jai Jaggi,21,M,A2
11796,4770,Dalaja Varkey,20,F,A3
11797,4771,Gavin Nayak,39,M,A1
11798,4771,Bhavya Doshi,46,F,A2
11799,4771,Aryan Mangat,19,M,A3
11800,4771,Saksham Loke,36,M,A4
11801,4772,Ekansh Dara,24,M,A1
11802,4772,Advika Khare,31,F,A2
11803,4773,Radhika Lanka,23,F,A1
11804,4774,Rehaan Dhingra,24,M,A1
11805,4774,Krishna Mani,22,M,A2
11806,4775,Ayush Ghose,23,M,A1
11807,4775,Omkaar Padmanabhan,37,M,A2
11808,4775,Wriddhish Deo,24,M,A3
11809,4775,Logan Minhas,30,M,A4
11810,4776,Jagat Dhaliwal,45,M,A1
11811,4776,Liam Purohit,41,M,A2
11812,4776,Umang Kapur,41,M,A3
11813,4777,Aarnav Bhatnagar,19,M,A1
11814,4777,Reyansh Balan,43,M,A2
11815,4777,Zehaan Shah,20,M,A3
11816,4777,Advay Sem,41,M,A4
11817,4778,Pranav Trivedi,33,M,A1
11818,4778,Abhiram Bhatia,36,M,A2
11819,4778,Lucky Vohra,21,M,A3
11820,4778,Nachiket Ram,32,M,A4
11821,4779,Ayushman Samra,21,M,A1
11822,4780,Samesh Sani,31,M,A1
11823,4781,Lipika Dara,39,F,A1
11824,4781,Neel Sani,25,M,A2
11825,4781,Tripti Prabhakar,38,F,A3
11826,4782,Chaitaly Vig,43,F,A1
11827,4783,Janani Sridhar,38,F,A1
11828,4783,Kalpit Saxena,41,M,A2
11829,4784,Sathvik Bhatti,24,M,A1
11830,4784,Indrajit Rastogi,25,M,A2
11831,4784,Arjun Subramanian,32,M,A3
11832,4784,Ekalinga Batra,29,M,A4
11833,4785,Chanchal Korpal,29,F,A1
11834,4786,Jagdish Bora,38,M,A1
11835,4786,Benjamin Madan,24,M,A2
11836,4787,Joshua Oommen,39,M,A1
11837,4788,Zansi Raja,34,F,A1
11838,4788,Andrew Palla,28,M,A2
11839,4788,Shivansh Biswas,41,M,A3
11840,4789,Lohit Mander,40,M,A1
11841,4789,Jatin Pandit,26,M,A2
11842,4789,Timothy Bhat,42,M,A3
11843,4790,Eshana Kata,28,F,A1
11844,4790,Chatresh Tailor,42,M,A2
11845,4791,Jhalak Mandal,36,F,A1
11846,4791,Victor Shankar,27,M,A2
11847,4791,Balveer Cheema,39,M,A3
11848,4792,Gagan Bal,41,M,A1
11849,4793,Wridesh Garde,45,M,A1
11850,4793,Maanas Babu,44,M,A2
11851,4794,Chakradev Panchal,25,M,A1
11852,4795,Gavin Pai,24,M,A1
11853,4795,Chakradev Pillai,45,M,A2
11854,4796,Manbir Shetty,24,M,A1
11855,4796,Lucky Naik,27,M,A2
11856,4797,Ishaan Raju,28,M,A1
11857,4798,Balvan Borah,35,M,A1
11858,4798,Jatin Sane,27,M,A2
11859,4799,Daniel Kaul,21,M,A1
11860,4799,Zashil Sanghvi,35,M,A2
11861,4800,Tejas Mangal,25,M,A1
11862,4801,Liam Som,25,M,A1
11863,4801,Aditya Khare,46,M,A2
11864,4802,Maanav Bawa,35,M,A1
11865,4802,Aadi Dyal,45,M,A2
11866,4803,Alexander Nagarajan,46,M,A1
11867,4803,Thomas Sandal,31,M,A2
11868,4803,Maanav Arora,31,M,A3
11869,4803,Faraj Ramanathan,41,M,A4
11870,4804,Chatresh Savant,19,M,A1
11871,4804,Dalbir Dyal,27,M,A2
11872,4805,Dhruv Mutti,35,M,A1
11873,4806,Sarthak Kurian,25,M,A1
11874,4806,Krisha Wason,43,F,A2
11875,4807,Lohit Joshi,47,M,A1
11876,4807,Avi Anne,24,M,A2
11877,4807,Hritik Chokshi,23,M,A3
11878,4808,Diya Kumer,48,F,A1
11879,4809,Jagvi Bajaj,43,F,A1
11880,4809,Eta Chhabra,26,F,A2
11881,4809,Gavin Bera,46,M,A3
11882,4809,Chatura Dada,29,M,A4
11883,4810,Logan Shere,27,M,A1
11884,4810,Imaran Rajan,44,M,A2
11885,4810,Rohan Apte,39,M,A3
11886,4811,Indrajit Kaur,34,M,A1
11887,4812,Vasudha Nadig,45,F,A1
11888,4812,Yuvraj Deshpande,24,M,A2
11889,4812,Faraj Prasad,23,M,A3
11890,4813,Amrita Bhattacharyya,25,F,A1
11891,4813,Forum Batra,44,F,A2
11892,4813,Sai Parsa,32,M,A3
11893,4814,Darsh Gupta,29,M,A1
11894,4814,Joshua Thakkar,46,M,A2
11895,4814,Yuvraj Deep,43,M,A3
11896,4814,Anusha Ramanathan,31,F,A4
11897,4815,Raagini Sarna,30,F,A1
11898,4815,Zashil Kibe,27,M,A2
11899,4816,Ikbal Viswanathan,21,M,A1
11900,4816,Abhiram Nayak,36,M,A2
11901,4816,Manthan Bhalla,35,M,A3
11902,4817,Aarush Anne,27,M,A1
11903,4817,Zinal Kade,29,F,A2
11904,4817,Girish Mittal,33,M,A3
11905,4818,Ikbal Seth,27,M,A1
11906,4818,Akshay Chaudhari,21,M,A2
11907,4819,Qadim Doctor,35,M,A1
11908,4819,Samar Gupta,21,M,A2
11909,4819,Simon Din,38,M,A3
11910,4819,Atharv Lad,34,M,A4
11911,4820,Maanav Keer,38,M,A1
11912,4821,Farhan Dugal,34,M,A1
11913,4821,Ojas Dhar,36,M,A2
11914,4822,Ansh Baral,40,M,A1
11915,4822,Isaac Nayar,22,M,A2
11916,4822,Balvan Jain,34,M,A3
11917,4822,Patrick Shenoy,48,M,A4
11918,4823,Aditya Goswami,32,M,A1
11919,4823,Omaja Thaman,21,F,A2
11920,4823,Nicholas Sawhney,43,M,A3
11921,4823,Imaran Suresh,26,M,A4
11922,4824,Anya Deshmukh,43,F,A1
11923,4824,Gaurangi Prasad,30,F,A2
11924,4825,Viraj Edwin,42,M,A1
11925,4825,Warinder Bhatia,43,M,A2
11926,4826,Januja Bava,29,F,A1
11927,4826,Orinder Goswami,30,M,A2
11928,4826,Wyatt Iyer,39,M,A3
11929,4827,Meghana Mann,21,F,A1
11930,4827,Advay Bhat,46,M,A2
11931,4827,Onveer Nagy,41,M,A3
11932,4828,Hemal Dugar,45,F,A1
11933,4828,Jack Sethi,34,M,A2
11934,4829,Chanakya Sahni,29,M,A1
11935,4829,Veda Patel,19,F,A2
11936,4829,Turvi Balay,35,F,A3
11937,4829,Ira Tata,28,F,A4
11938,4830,Advaith De,40,M,A1
11939,4831,Harshil Ghose,23,M,A1
11940,4831,Advay Raman,25,M,A2
11941,4831,Patrick Garde,28,M,A3
11942,4832,Nirja Bail,34,F,A1
11943,4832,Viraj Balay,42,M,A2
11944,4833,Ojas Brahmbhatt,29,M,A1
11945,4833,Lohit Barad,45,M,A2
11946,4833,Hardik Kant,46,M,A3
11947,4833,Abhiram Morar,45,M,A4
11948,4834,Tarak Behl,27,M,A1
11949,4834,Yatin Rai,38,M,A2
11950,4835,Yashasvi Dutt,32,F,A1
11951,4835,Brijesh Varma,41,M,A2
11952,4836,Lakshmi Luthra,25,F,A1
11953,4836,Akshay Soni,28,M,A2
11954,4836,Balendra Randhawa,25,M,A3
11955,4836,Benjamin Kale,28,M,A4
11956,4837,Baljiwan Badal,25,M,A1
11957,4838,Ranveer Pandey,22,M,A1
11958,4838,Nakul Mand,30,M,A2
11959,4838,Samesh Desai,33,M,A3
11960,4839,Ayushman Sen,35,M,A1
11961,4839,Raagini Bhat,41,F,A2
11962,4839,Girish Kanda,36,M,A3
11963,4840,Lohit Nayar,46,M,A1
11964,4840,Daksh Jhaveri,23,M,A2
11965,4840,Parth Menon,40,M,A3
11966,4841,Ranbir Puri,22,M,A1
11967,4841,Amol Kadakia,42,M,A2
11968,4841,Daksh Dani,28,M,A3
11969,4842,Jairaj Batta,27,M,A1
11970,4842,Gabriel Mishra,26,M,A2
11971,4842,Tanvi Mannan,45,F,A3
11972,4842,Yatan Babu,39,M,A4
11973,4843,Praneel Narayanan,36,M,A1
11974,4843,Watika Kunda,42,F,A2
11975,4843,Christopher Rastogi,24,M,A3
11976,4843,Pranav Sundaram,35,M,A4
11977,4844,Teerth Nagy,37,M,A1
11978,4844,Yuvraj Vora,30,M,A2
11979,4844,Ethan Mital,42,M,A3
11980,4845,Balhaar Chokshi,24,M,A1
11981,4845,Ayush Arya,19,M,A2
11982,4845,Lipika Arora,25,F,A3
11983,4846,Vedika Shenoy,45,F,A1
11984,4846,Girik Contractor,26,M,A2
11985,4846,Guneet Pillai,41,M,A3
11986,4847,Harsh Kalla,35,M,A1
11987,4847,Michael Shan,24,M,A2
11988,4847,Nathan Prabhu,40,M,A3
11989,4847,Viraj Swaminathan,32,M,A4
11990,4848,Yadavi Merchant,22,F,A1
11991,4848,Fariq Comar,30,M,A2
11992,4849,Nidhi Nagy,30,F,A1
11993,4850,Hitesh Narang,32,M,A1
11994,4851,Balendra Uppal,23,M,A1
11995,4851,Samesh Sankar,43,M,A2
11996,4852,Onveer Madan,31,M,A1
11997,4853,Ethan Ben,37,M,A1
11998,4853,Harrison Chakrabarti,37,M,A2
11999,4853,Neel Swaminathan,26,M,A3
12000,4854,Jagat Thakkar,22,M,A1
12001,4854,Praneel Wali,35,M,A2
12002,4855,Balvan Thakur,38,M,A1
12003,4856,Hitesh Mandal,25,M,A1
12004,4856,Peter Menon,25,M,A2
12005,4856,Praneel Pradhan,25,M,A3
12006,4856,Ojas Ratti,27,M,A4
12007,4857,Finn Tripathi,31,M,A1
12008,4857,Bahadurjit Chad,38,M,A2
12009,4857,Wahab Balakrishnan,45,M,A3
12010,4858,Rushil Sarkar,46,M,A1
12011,4858,Garima Buch,22,F,A2
12012,4858,Yash Mandal,19,M,A3
12013,4858,Nachiket Chokshi,42,M,A4
12014,4859,Jagat Majumdar,36,M,A1
12015,4859,Michael Uppal,23,M,A2
12016,4859,Manan Walia,26,M,A3
12017,4859,Hritik Dhillon,19,M,A4
12018,4860,Patrick Thakkar,45,M,A1
12019,4860,Laksh Nadig,45,M,A2
12020,4860,Manbir Dhillon,31,M,A3
12021,4861,Max Chacko,48,M,A1
12022,4861,Chatura Barman,42,M,A2
12023,4861,Tanveer Prabhu,34,M,A3
12024,4861,Zaid Mukhopadhyay,38,M,A4
12025,4862,Gaurav Bhalla,31,M,A1
12026,4863,Ekaja Ravi,32,F,A1
12027,4864,Darsh Boase,25,M,A1
12028,4864,Benjamin Gour,23,M,A2
12029,4864,Faras Sarraf,35,M,A3
12030,4864,Chandran Panchal,33,M,A4
12031,4865,Harshil Dutt,45,M,A1
12032,4865,Jagdish Dar,22,M,A2
12033,4865,Yashica Kalita,24,F,A3
12034,4866,Manbir Dara,21,M,A1
12035,4866,Mugdha Balakrishnan,39,F,A2
12036,4866,Daniel Wason,45,M,A3
12037,4867,Kiaan Verma,19,M,A1
12038,4867,Vedika Gupta,23,F,A2
12039,4868,Robert Nadig,33,M,A1
12040,4868,Faraj Rau,30,M,A2
12041,4868,Yagnesh Pandey,36,M,A3
12042,4869,Rohan Dara,31,M,A1
12043,4869,Ekapad Vala,30,M,A2
12044,4869,Chatura Cherian,37,M,A3
12045,4870,Yuvraj Singh,29,M,A1
12046,4870,Wazir Mistry,42,M,A2
12047,4870,Rachit Deshmukh,46,M,A3
12048,4870,Vincent Aggarwal,34,M,A4
12049,4871,Balveer Saha,34,M,A1
12050,4872,Daksh Randhawa,40,M,A1
12051,4872,Teerth Suri,31,M,A2
12052,4872,Bachittar Rau,29,M,A3
12053,4872,Atharv Ravel,32,M,A4
12054,4873,Kiaan Deshpande,32,M,A1
12055,4873,Panini Bhardwaj,39,F,A2
12056,4873,Zehaan Vaidya,42,M,A3
12057,4873,Madhav Pandya,44,M,A4
12058,4874,Nitesh Goel,35,M,A1
12059,4874,Sarthak Sama,34,M,A2
12060,4874,Jagat Chopra,38,M,A3
12061,4875,Viraj Zacharia,37,M,A1
12062,4876,Advik Raman,28,M,A1
12063,4876,Manthan Nanda,29,M,A2
12064,4876,Turvi Swamy,27,F,A3
12065,4876,Azad Agarwal,26,M,A4
12066,4877,Max Goswami,18,M,A1
12067,4877,Parth Sharma,25,M,A2
12068,4877,Pranit Goyal,29,M,A3
12069,4877,Abdul Babu,27,M,A4
12070,4878,Gavin Soni,32,M,A1
12071,4878,Nihal Walla,19,M,A2
12072,4878,Dhriti Toor,34,F,A3
12073,4878,Chandran Bhattacharyya,20,M,A4
12074,4879,Oscar Muni,40,M,A1
12075,4880,Gopal Khosla,24,M,A1
12076,4880,Amol Bakshi,42,M,A2
12077,4880,Champak Chowdhury,43,M,A3
12078,4881,Abdul Ganguly,45,M,A1
12079,4881,Jack Parmer,37,M,A2
12080,4881,Jagdish Nagar,44,M,A3
12081,4881,Lohit Bath,41,M,A4
12082,4882,Maanas Bobal,30,M,A1
12083,4882,Harita Venkataraman,23,F,A2
12084,4882,David Nadig,31,M,A3
12085,4882,Gabriel Hans,29,M,A4
12086,4883,Maanav Goyal,40,M,A1
12087,4884,Irya Konda,23,F,A1
12088,4884,Daksh Datta,38,M,A2
12089,4884,William Chanda,40,M,A3
12090,4885,Upkaar Shetty,45,M,A1
12091,4885,Wahab Sethi,45,M,A2
12092,4885,Advik Dewan,24,M,A3
12093,4885,Veer Borah,27,M,A4
12094,4886,Tarak Choudhary,41,M,A1
12095,4886,Umang Oza,46,M,A2
12096,4887,Ayush Barad,43,M,A1
12097,4888,Nicholas Krishnan,47,M,A1
12098,4889,Chatresh Solanki,36,M,A1
12099,4889,Ethan Sarma,37,M,A2
12100,4889,Arin Chaudhuri,34,M,A3
12101,4889,Vivaan Bal,39,M,A4
12102,4890,Azaan Dasgupta,44,M,A1
12103,4890,Sachi Karan,36,F,A2
12104,4891,Rayaan Bhakta,27,M,A1
12105,4891,Nachiket Oak,34,M,A2
12106,4892,Nathaniel Yadav,25,M,A1
12107,4892,Abdul Merchant,33,M,A2
12108,4892,Sarthak Bhardwaj,22,M,A3
12109,4893,Yagnesh Sharma,36,M,A1
12110,4893,Ayushman Sinha,25,M,A2
12111,4894,Gabriel Sura,21,M,A1
12112,4895,Ayushman Ahluwalia,40,M,A1
12113,4896,Harrison Biswas,42,M,A1
12114,4896,Rachit Nigam,34,M,A2
12115,4897,Faraj Khosla,44,M,A1
12116,4897,Kashish Singhal,24,F,A2
12117,4898,Waida Parekh,35,F,A1
12118,4898,Bachittar Raja,33,M,A2
12119,4899,Rushil Chakrabarti,30,M,A1
12120,4900,Darpan Shanker,28,M,A1
12121,4901,Owen Joshi,35,M,A1
12122,4901,Mitesh Sant,42,M,A2
12123,4901,Ranbir Karan,28,M,A3
12124,4902,Avi Bhakta,23,M,A1
12125,4902,Kai Kala,38,M,A2
12126,4903,Balhaar Chowdhury,43,M,A1
12127,4903,Netra Sani,43,F,A2
12128,4904,Jairaj Grewal,34,M,A1
12129,4904,Ekapad Gade,42,M,A2
12130,4904,Aadhya Chaudhary,45,F,A3
12131,4904,Indrajit Dyal,32,M,A4
12132,4905,Ekbal Lad,30,M,A1
12133,4905,Wishi Krishna,29,F,A2
12134,4906,Udarsh Chaudhuri,34,M,A1
12135,4906,Bhavya Dada,25,F,A2
12136,4906,Vivaan Kapur,40,M,A3
12137,4906,Aryan Sachar,33,M,A4
12138,4907,Vihaan Grewal,44,M,A1
12139,4907,Rachit Jha,24,M,A2
12140,4907,Upkaar Comar,35,M,A3
12141,4908,Ojas Morar,23,M,A1
12142,4908,Maanas Menon,32,M,A2
12143,4908,Jatin Kanda,42,M,A3
12144,4909,Ekavir Kalla,39,M,A1
12145,4909,Matthew Tandon,27,M,A2
12146,4909,Siya Vyas,20,F,A3
12147,4910,Balendra Karpe,41,M,A1
12148,4910,Avi Joshi,39,M,A2
12149,4910,Upkaar Shankar,43,M,A3
12150,4911,Yashvi Sahota,25,F,A1
12151,4911,Isaac Kale,33,M,A2
12152,4911,Imaran Mitra,23,M,A3
12153,4911,Yatan Goyal,45,M,A4
12154,4912,Chanakya Dani,41,M,A1
12155,4912,Sathvik Wadhwa,25,M,A2
12156,4913,Hritik Naik,40,M,A1
12157,4913,Liam Hegde,46,M,A2
12158,4913,Daksh Basu,24,M,A3
12159,4913,Chandran Shetty,29,M,A4
12160,4914,Laksh Barman,30,M,A1
12161,4914,Agastya Kari,27,M,A2
12162,4914,Ryan Dayal,22,M,A3
12163,4915,Zayan Buch,41,M,A1
12164,4915,Dalbir Sachar,44,M,A2
12165,4915,Nidra Vala,24,F,A3
12166,4915,Bakhshi Choudhury,32,M,A4
12167,4916,Advaith Biswas,37,M,A1
12168,4916,Shaurya Manne,26,M,A2
12169,4916,Onkar Badami,40,M,A3
12170,4916,Yug Narayanan,26,M,A4
12171,4917,George Kapadia,30,M,A1
12172,4918,William Ganesh,42,M,A1
12173,4919,Champak Salvi,18,M,A1
12174,4919,Fiyaz Sawhney,37,M,A2
12175,4920,Rudra Mangat,21,M,A1
12176,4920,Abha Gandhi,22,F,A2
12177,4920,Isaiah Chatterjee,43,M,A3
12178,4920,Maanas Andra,44,M,A4
12179,4921,Bachittar Swamy,23,M,A1
12180,4921,Wyatt Tata,22,M,A2
12181,4921,Imaran Dugar,47,M,A3
12182,4922,Chatura Lad,25,M,A1
12183,4922,Aarnav Balasubramanian,44,M,A2
12184,4923,Fitan Devi,31,M,A1
12185,4923,Nilima Jaggi,42,F,A2
12186,4924,Avi Mangat,28,M,A1
12187,4924,Aditya Raman,43,M,A2
12188,4924,Baljiwan Tata,21,M,A3
12189,4924,Nidhi Mukhopadhyay,25,F,A4
12190,4925,Aryan Arora,36,M,A1
12191,4925,Jagdish Prakash,21,M,A2
12192,4926,Ansh Soman,34,M,A1
12193,4926,Frederick Varma,33,M,A2
12194,4926,Advaith Hayre,35,M,A3
12195,4927,Tarak Wali,23,M,A1
