ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
4975,4975,Upkaar Narula,74,6,2,7,1
4976,4976,Nathan Mannan,70,6,2,6,1
4977,4977,Ishanvi Tara,34,8,1,3,1
4978,4978,Zarna Mitra,67,2,3,6,1
4979,4979,Harita Palan,66,3,1,4,2
4980,4980,George Chand,30,3,6,1,2
4981,4981,Sai Sibal,61,7,1,2,1
4982,4982,Luke Bajaj,70,6,4,1,1
4983,4983,Yatin Kala,40,9,2,3,2
4984,4984,Abeer Ranganathan,21,6,4,6,1
4985,4985,Diya Arora,75,4,2,2,1
4986,4986,Kevin Kata,27,4,5,4,2
4987,4987,Radha Kulkarni,51,9,6,1,1
4988,4988,Meera Dani,58,3,5,3,1
4989,4989,Januja Wason,46,5,3,2,1
4990,4990,Urishilla Bandi,57,7,1,6,2
4991,4991,Tristan Bahl,26,7,1,4,2
4992,4992,Christopher Dar,55,4,3,6,1
4993,4993,Chameli Chhabra,72,7,3,2,2
4994,4994,Kalpit Balan,50,7,2,3,2
4995,4995,Mohammed Bains,73,9,1,2,1
4996,4996,Hemangini Shukla,72,6,1,6,2
4997,4997,Alexander Mani,29,7,1,1,1
4998,4998,Rajata Koshy,72,2,1,3,2
4999,4999,Pavani Kashyap,24,3,2,3,1
5000,5000,Anay Goyal,59,7,1,1,2
5001,5001,Chavvi Chacko,28,4,1,4,1
5002,5002,Anthony Dash,31,1,4,2,1
5003,5003,Yatan Baral,66,6,1,7,2
5004,5004,Dominic Walia,23,5,1,1,2
5005,5005,Yahvi Gara,38,7,1,3,1
5006,5006,Pranit Dixit,25,9,2,4,1
5007,5007,Om Chana,41,6,1,3,2
5008,5008,Laban Ranganathan,34,7,1,2,2
5009,5009,Devansh Mani,55,3,4,2,2
5010,5010,Aarini Master,50,6,1,4,1
5011,5011,Bhavani Suresh,43,9,5,5,1
5012,5012,Rudra Pingle,43,2,1,1,1
5013,5013,Luke Bumb,58,2,3,6,1
5014,5014,Harsh Bhargava,18,5,5,5,1
5015,5015,Pushti Bhardwaj,40,5,2,2,1
5016,5016,Jagat Narula,51,9,1,4,1
5017,5017,Charvi Shetty,34,5,1,1,2
5018,5018,Abha Shankar,72,6,1,3,1
5019,5019,Victor Arya,49,5,1,1,2
5020,5020,Harshil Shankar,33,7,3,6,2
5021,5021,Champak Dash,35,9,1,2,2
5022,5022,Gavin Deo,63,3,7,1,1
5023,5023,Xavier Halder,75,2,1,7,1
5024,5024,Yachana Char,70,2,3,1,2
5025,5025,Yug Savant,48,6,2,3,1
5026,5026,Hemang Kalla,70,5,1,1,1
5027,5027,Girik Dalal,48,3,1,5,1
5028,5028,Upadhriti Bassi,67,4,1,6,2
5029,5029,Chaaya Handa,58,8,1,6,2
5030,5030,Aryan Narayanan,28,9,7,3,1
5031,5031,Harish Bassi,69,7,2,2,1
5032,5032,Jhalak Nagar,44,4,2,3,2
5033,5033,Utkarsh Anand,35,2,3,6,1
5034,5034,Krishna Dixit,60,4,1,1,2
5035,5035,Unni Wali,24,9,6,4,2
5036,5036,Vedant Ganesh,23,9,1,3,1
5037,5037,Amaira Keer,44,4,4,1,1
5038,5038,Hemal Bawa,67,8,1,3,1
5039,5039,Advay Rau,69,7,1,4,2
5040,5040,Zayan Natarajan,20,1,2,5,2
5041,5041,Megha Mani,33,5,1,5,1
5042,5042,Charles Sahni,71,1,1,5,2
5043,5043,Yochana Bhatnagar,20,6,1,7,1
5044,5044,Yauvani Chaudhry,38,9,3,6,2
5045,5045,Meera Jhaveri,67,7,5,3,2
5046,5046,Sachi Ramaswamy,47,6,4,3,1
5047,5047,Oni Natarajan,52,4,1,6,1
5048,5048,Anika Dhaliwal,33,6,3,1,2
5049,5049,Lopa Bava,50,5,1,3,1
5050,5050,Raksha Dixit,42,3,1,2,2
5051,5051,Amara Kumar,61,7,1,7,1
5052,5052,Reva Din,39,7,1,3,1
5053,5053,Yachana Rau,60,5,1,3,1
5054,5054,Ekaraj Soman,21,8,2,3,2
5055,5055,Dhruv Luthra,43,7,1,5,1
5056,5056,Yasti Rai,69,3,3,1,2
5057,5057,Yochana Sandhu,39,8,1,2,1
5058,5058,Anusha Singhal,43,5,3,4,1
5059,5059,Balhaar Hari,27,4,1,4,2
5060,5060,Aahana Ramaswamy,22,4,7,5,2
5061,5061,Lila Bhalla,61,6,1,1,1
5062,5062,Bachittar Bhat,68,1,1,2,2
5063,5063,Jairaj Anand,41,2,5,2,1
5064,5064,Mason Rege,54,7,1,3,2
5065,5065,Bahadurjit Srinivas,39,9,2,3,2
5066,5066,Adweta Kothari,23,5,1,4,2
5067,5067,Yashodhara Jain,20,2,4,6,2
5068,5068,Yoshita Mohan,62,1,5,1,1
5069,5069,Falguni Balan,42,7,1,6,2
5070,5070,Tanvi Natt,52,7,2,3,2
5071,5071,Osha Balakrishnan,28,7,5,4,2
5072,5072,Shivani Atwal,43,8,1,2,1
5073,5073,Nachiket Vasa,21,8,1,1,1
5074,5074,Harinakshi Comar,28,8,1,3,2
5075,5075,Jhalak Menon,37,7,1,7,2
5076,5076,Anita Balan,30,8,2,6,1
5077,5077,Krisha Vohra,53,2,1,5,1
5078,5078,Samar Tella,59,6,7,6,1
5079,5079,Ethan Cherian,49,1,2,7,2
5080,5080,Chanakya Shanker,44,9,1,4,1
5081,5081,Harita Deol,67,5,1,1,2
5082,5082,Damini Tailor,47,3,1,2,1
5083,5083,Jagrati Gour,74,2,5,7,1
5084,5084,Yoshita Talwar,44,3,2,4,1
5085,5085,Pahal Yohannan,30,8,3,1,1
5086,5086,Arya Balasubramanian,44,6,1,1,2
5087,5087,Joshua Thakkar,63,5,7,6,1
5088,5088,Bhavani Pall,53,4,1,7,1
5089,5089,Fiyaz Peri,43,4,1,4,1
5090,5090,Gaurang Kalita,53,2,5,7,2
5091,5091,Girish Dyal,35,3,5,7,2
5092,5092,Netra Mannan,58,9,2,1,2
5093,5093,Kamala Dugal,35,9,1,4,2
5094,5094,Joshua Iyengar,39,5,3,5,1
5095,5095,Dalaja Raju,24,8,1,3,1
5096,5096,Aachal Datta,54,4,1,1,1
5097,5097,Kashvi Anand,55,3,1,4,1
5098,5098,Aarnav Garde,28,7,1,3,1
5099,5099,Arjun Naidu,51,8,1,5,1
5100,5100,Panini Padmanabhan,36,1,6,7,2
5101,5101,Alka Venkatesh,49,2,1,1,2
5102,5102,Abha Agrawal,34,5,7,1,1
5103,5103,Ojasvi Keer,66,8,1,2,1
5104,5104,Udarsh Vasa,68,1,6,6,2
5105,5105,Raagini Chahal,33,7,1,1,2
5106,5106,Anusha Guha,43,6,4,6,2
5107,5107,Hemani Suri,37,5,1,3,2
5108,5108,Pranav Nagi,36,4,1,1,1
5109,5109,Manya Warrior,65,6,2,1,2
5110,5110,Omkaar Tank,49,4,1,2,2
5111,5111,Caleb Parsa,35,5,1,2,1
5112,5112,Damini Sodhi,67,4,1,2,1
5113,5113,Vedhika Lata,36,1,1,5,1
5114,5114,Mugdha Naidu,58,5,2,1,1
5115,5115,Rohan Dasgupta,56,7,1,7,1
5116,5116,Lajita Nagi,29,7,1,4,2
5117,5117,Andrew Mann,25,3,1,6,1
5118,5118,Azaan Trivedi,66,7,1,4,2
5119,5119,Lucky Ratta,38,6,1,2,2
5120,5120,Lavanya Basak,38,7,1,4,2
5121,5121,Gayathri Sastry,70,3,1,7,1
5122,5122,Ekanta Raval,34,4,7,1,1
5123,5123,Yagnesh Badami,44,5,1,4,2
5124,5124,Qasim Dhar,49,3,1,3,2
5125,5125,Niharika Chandran,43,5,1,5,1
5126,5126,Osha Vora,25,4,4,5,1
5127,5127,Tanmayi Manda,75,9,1,5,1
5128,5128,Harinakshi Batra,37,1,1,3,2
5129,5129,Kalpit Lall,41,5,1,5,1
5130,5130,Ikbal Madan,36,1,1,7,1
5131,5131,Oscar Bawa,43,2,1,3,1
5132,5132,Yamini Rout,69,4,1,7,1
5133,5133,Yuvraj Parmar,69,1,6,7,1
5134,5134,Jyoti Cherian,50,1,7,4,2
5135,5135,Nathaniel Kibe,71,3,1,5,1
5136,5136,Raagini Nayak,27,9,1,3,1
5137,5137,Harsh Nagi,36,6,3,7,1
5138,5138,Bahadurjit Koshy,47,7,1,4,2
5139,5139,Kevin Ghose,74,3,1,2,1
5140,5140,Warinder Kumer,64,2,1,3,1
5141,5141,Rajata Dalal,66,8,1,7,1
5142,5142,Sai Loke,28,4,4,5,2
5143,5143,Pranav Shere,37,3,1,3,1
5144,5144,Mugdha Mody,59,4,1,1,2
5145,5145,Divya Apte,65,3,1,1,1
5146,5146,Indrajit Ramesh,51,6,2,5,2
5147,5147,Krish Bora,31,7,1,4,1
5148,5148,Tristan Ben,45,2,1,6,1
5149,5149,Nandini Luthra,42,6,7,5,2
5150,5150,Chakradhar Grewal,59,5,1,5,2
5151,5151,Vritti Edwin,31,7,2,7,1
5152,5152,Rushil Dhar,22,9,4,4,2
5153,5153,Daksha Nazareth,64,8,3,7,1
5154,5154,Omaja Goswami,31,7,2,5,2
5155,5155,Chandani Nath,68,5,7,1,1
5156,5156,Ojas Sachdev,72,7,1,5,1
5157,5157,Bina Barman,46,6,3,7,2
5158,5158,Aarav Murthy,46,2,6,5,2
5159,5159,Baljiwan Kamdar,49,3,1,4,2
5160,5160,Gaurika Contractor,36,9,3,5,1
5161,5161,Yashvi Subramaniam,29,1,1,1,2
5162,5162,Ryan Devi,75,2,7,3,1
5163,5163,Alka Dora,63,4,1,5,2
5164,5164,Bishakha Kapur,31,2,6,6,1
5165,5165,Chakradev Kumar,39,7,3,1,1
5166,5166,Samarth Kannan,33,2,1,1,1
5167,5167,Jason Keer,51,4,1,2,2
5168,5168,Eshana Kapoor,63,2,2,5,1
5169,5169,Vasudha Ram,38,3,1,6,1
5170,5170,Jagat Chad,24,6,1,1,2
5171,5171,Gabriel Gopal,20,5,1,7,1
5172,5172,Omya Barad,18,9,6,2,2
5173,5173,Ishani Ganesan,33,6,6,7,2
5174,5174,Simon Parekh,30,7,1,1,1
5175,5175,Amara Keer,70,7,1,1,1
5176,5176,Quincy Naik,32,3,1,6,2
5177,5177,Gayathri Dutta,31,7,4,4,1
5178,5178,Robert Aurora,63,5,5,3,2
5179,5179,Udyati Bhat,31,7,1,1,1
5180,5180,Faraj Basu,64,7,1,4,2
5181,5181,Priya Bhat,36,1,1,6,1
5182,5182,Gayathri Hegde,50,7,1,3,1
5183,5183,Onkar Bassi,63,2,1,6,2
5184,5184,Yochana Warrior,40,9,3,1,1
5185,5185,Alka Mahal,50,2,1,4,1
5186,5186,Indrajit Tata,21,3,1,1,1
5187,5187,Siddharth Bains,54,6,1,2,2
5188,5188,Deepa Dua,35,7,2,3,1
5189,5189,Vrishti Keer,48,8,2,6,2
5190,5190,Hitesh Mammen,27,8,1,4,1
5191,5191,Yug Trivedi,25,7,1,6,1
5192,5192,Reyansh Mahal,64,6,1,6,1
5193,5193,Faris Hans,75,9,1,7,2
5194,5194,Pavani Dalal,67,9,6,2,1
5195,5195,Lucky Pillai,59,5,4,5,2
5196,5196,Janaki Parmar,68,6,2,2,1
5197,5197,Champak Som,75,5,1,6,2
5198,5198,Ekansh Gola,38,4,2,2,2
5199,5199,Baljiwan Sami,35,7,3,1,1
5200,5200,Ethan Hegde,49,9,2,1,1
5201,5201,Patrick Nayar,65,9,4,1,1
5202,5202,Meera Gola,40,3,1,3,1
5203,5203,Upkaar Bath,37,7,1,2,1
5204,5204,Aarav Barman,42,3,4,3,1
5205,5205,Yochana Khosla,65,9,1,2,1
5206,5206,Chandresh Basak,30,3,1,6,2
5207,5207,Vrishti Jayaraman,32,6,2,7,1
5208,5208,Yahvi Sane,42,7,2,7,2
5209,5209,Janani Saxena,73,5,1,7,1
5210,5210,Christopher Nanda,38,8,1,3,1
5211,5211,Rushil Uppal,57,5,1,1,1
5212,5212,Dalbir Balan,22,1,4,2,2
5213,5213,Nimrat Palla,43,2,1,1,1
5214,5214,Chakradev Dewan,56,9,3,4,2
5215,5215,Tejas Kala,25,9,1,5,1
5216,5216,Jagdish Narula,65,4,1,7,1
5217,5217,Ayaan Wason,19,2,1,4,1
5218,5218,Gaurangi Ramesh,39,3,1,7,2
5219,5219,Jai Varty,29,3,3,6,1
5220,5220,Zayan Bhalla,67,4,3,5,1
5221,5221,Vritti Bakshi,40,4,1,1,2
5222,5222,Xavier Sahota,29,8,1,2,2
5223,5223,Vyanjana Saxena,22,5,7,2,2
5224,5224,Chameli Das,22,1,1,4,2
5225,5225,Aarna Dhingra,49,9,1,3,1
5226,5226,Lekha Murthy,65,3,1,2,2
5227,5227,Balendra Bhagat,21,2,2,4,2
5228,5228,Rushil Wagle,74,3,1,5,2
5229,5229,Qabil Yogi,74,9,1,1,2
5230,5230,Amol Luthra,62,5,1,4,2
5231,5231,Yochana Thaman,70,1,7,2,2
5232,5232,Rajata Andra,43,7,1,4,1
5233,5233,Bachittar Chhabra,43,7,1,4,1
5234,5234,Darsh Sharaf,61,1,1,5,2
5235,5235,Fitan Saini,57,9,4,7,1
5236,5236,Zehaan Dhingra,25,9,1,2,1
5237,5237,Maanas Bahl,65,2,1,3,2
5238,5238,Tanveer Sawhney,31,2,3,7,2
5239,5239,Yug Sankar,27,4,6,5,1
5240,5240,Azaan Mann,40,8,5,6,1
5241,5241,Bhavya Tella,50,2,3,4,1
5242,5242,Raksha Shan,30,5,2,5,2
5243,5243,Inaya Parmar,70,8,1,3,1
5244,5244,Yashodhara Narula,18,3,1,1,1
5245,5245,Henry Krish,38,5,1,3,2
5246,5246,Charan Vohra,29,9,1,4,2
5247,5247,Caleb Pai,70,4,5,2,2
5248,5248,Vincent Choudhry,60,7,1,6,1
5249,5249,Warjas Viswanathan,44,2,1,1,1
5250,5250,Unni Chand,21,8,1,6,2
5251,5251,Jason Bhat,56,4,2,3,2
5252,5252,Bhavika Lata,30,6,1,6,2
5253,5253,Divya Kurian,23,7,1,1,2
5254,5254,Hardik Aggarwal,42,2,1,1,1
5255,5255,Omkaar Gera,29,1,3,5,2
5256,5256,Chaitaly Kapur,50,3,1,3,1
5257,5257,Raagini Johal,57,3,7,4,1
5258,5258,Mohammed Krish,52,3,6,5,1
5259,5259,Aryan Luthra,72,5,1,3,1
5260,5260,Hitesh Hayre,18,9,4,5,2
5261,5261,Vasudha Iyer,37,5,1,7,1
5262,5262,Akshay Kumar,53,4,1,5,1
5263,5263,Lajita Lad,44,6,3,6,2
5264,5264,Veer Garg,65,8,1,6,2
5265,5265,Balvan Bhatti,44,4,2,2,2
5266,5266,Balvan Agarwal,25,1,1,5,1
5267,5267,Christopher Jaggi,18,2,1,1,2
5268,5268,Turvi Boase,54,3,2,2,1
5269,5269,Jacob Rama,70,2,5,1,1
5270,5270,Ayaan Sidhu,74,5,1,4,2
5271,5271,Xavier Dugar,24,7,2,5,1
5272,5272,Ethan Tella,23,7,7,5,1
5273,5273,Lajita Chander,38,6,1,6,2
5274,5274,Panini Sabharwal,65,4,1,4,1
5275,5275,Mugdha Arora,25,7,1,5,2
5276,5276,Brijesh Kade,24,3,2,3,1
5277,5277,Tristan Arora,29,4,1,1,1
5278,5278,Ronith Basu,22,6,1,6,2
5279,5279,Rushil Lad,61,1,1,6,2
5280,5280,Indrajit Ramakrishnan,34,8,3,1,1
5281,5281,Manan Magar,22,2,5,4,1
5282,5282,Dipta Upadhyay,24,9,2,3,1
5283,5283,Zinal Dubey,22,1,1,1,2
5284,5284,Eesha Dada,44,4,2,6,2
5285,5285,Tarak Varma,34,7,1,2,1
5286,5286,Anvi Raju,21,8,5,2,2
5287,5287,Unnati Bose,40,2,1,3,1
5288,5288,Yutika Shroff,50,7,1,1,1
5289,5289,Hardik Patil,25,4,3,6,2
5290,5290,Meera Cheema,49,2,1,4,1
5291,5291,Harsh Lal,44,3,3,2,1
5292,5292,Reyansh Dixit,23,5,2,6,1
5293,5293,Ayaan Manne,29,7,1,5,1
5294,5294,Hemani Nagy,59,2,7,2,2
5295,5295,Siya Choudhury,63,2,4,7,1
5296,5296,Wriddhish Kaur,51,9,1,3,2
5297,5297,Kai Sawhney,38,3,1,2,1
5298,5298,Ishwar Chanda,27,2,1,5,2
5299,5299,Ekiya Ranganathan,45,2,1,7,2
5300,5300,Eshana Aggarwal,34,1,5,4,2
5301,5301,Ekaja Halder,44,4,3,7,1
5302,5302,Girik Viswanathan,51,3,1,3,1
5303,5303,Gagan Kibe,24,8,1,5,2
5304,5304,Tanvi Maharaj,60,5,1,3,1
5305,5305,Qushi Natt,56,9,1,6,2
5306,5306,Elijah Bava,26,3,3,1,1
5307,5307,Balendra Palla,26,4,7,3,2
5308,5308,Ira Prabhakar,57,1,2,1,2
5309,5309,Bhavika Modi,39,5,2,6,2
5310,5310,Shivansh Grewal,68,6,1,1,2
5311,5311,Kiaan Tella,31,5,3,4,1
5312,5312,Unni Sem,60,4,1,1,2
5313,5313,Watika Palla,46,3,5,2,2
5314,5314,Girik Bera,57,1,1,7,1
5315,5315,Bhavna Nagy,41,9,1,7,1
5316,5316,Pooja Dhaliwal,44,3,7,2,1
5317,5317,Upkaar Master,18,5,3,1,1
5318,5318,Banjeet Pillai,37,7,3,3,1
5319,5319,Naksh Narayan,58,6,6,6,2
5320,5320,Falan Rai,72,7,1,2,2
5321,5321,Yamini Sandhu,67,2,1,3,2
5322,5322,Alexander Khanna,63,9,1,6,1
5323,5323,Diya Ravi,25,5,3,5,1
5324,5324,Liam Sachdeva,40,8,1,4,1
5325,5325,Nirja Balan,36,2,6,1,2
5326,5326,Jalsa Hegde,66,5,1,4,2
5327,5327,Odika Parmar,67,5,1,4,2
5328,5328,Aarav Nadkarni,75,9,1,4,1
5329,5329,Anya Dass,51,8,4,2,2
5330,5330,Saanvi Bains,27,4,1,4,1
5331,5331,Bachittar Upadhyay,68,8,1,2,1
5332,5332,Azaan Dash,46,6,1,7,1
5333,5333,Zaitra Deshpande,35,8,5,6,2
5334,5334,Zayan Bath,28,4,6,4,1
5335,5335,Advika Barad,22,2,1,4,1
5336,5336,Mohammed Raju,22,8,2,1,1
5337,5337,Faris Varghese,59,3,4,5,2
5338,5338,Gabriel Ramesh,58,6,3,2,2
5339,5339,Ekiya Minhas,66,5,3,5,1
5340,5340,Unni Gokhale,38,7,5,5,1
5341,5341,Girik Ghose,27,2,1,6,2
5342,5342,Ayushman Soni,55,4,6,5,2
5343,5343,Damyanti Vig,53,2,1,3,1
5344,5344,Ekanta Dugar,69,9,3,4,1
5345,5345,Christopher Nagarajan,19,8,3,6,2
5346,5346,Anya Agarwal,30,9,1,7,2
5347,5347,Agastya De,68,7,2,6,2
5348,5348,Gautam Kohli,37,4,1,5,2
5349,5349,Fitan Shroff,46,6,1,3,2
5350,5350,Darpan Oommen,58,1,1,4,2
5351,5351,Udant Choudhry,74,3,1,6,2
5352,5352,Vincent Kalla,48,6,1,5,1
5353,5353,Yuvraj Soman,32,3,1,2,1
5354,5354,Guneet Shankar,46,9,5,6,1
5355,5355,Onveer Joshi,47,8,4,1,1
5356,5356,Eiravati Karan,44,2,4,7,1
5357,5357,Quincy Dugal,37,8,5,2,2
5358,5358,Jeremiah Gade,24,7,1,1,1
5359,5359,Abhiram Varughese,35,4,1,6,2
5360,5360,Kabir Balay,35,3,1,7,1
5361,5361,Nandini Bora,39,1,1,7,1
5362,5362,Naksh Kalita,57,6,3,3,1
5363,5363,Zayyan Garde,59,5,3,1,1
5364,5364,Darpan Goel,75,2,1,3,1
5365,5365,Hredhaan Mishra,38,1,1,3,1
5366,5366,Rudra Pandya,44,7,2,3,1
5367,5367,Qadim Mody,67,4,6,1,1
5368,5368,Ekantika Walia,68,4,3,3,1
5369,5369,Chanchal Gole,65,4,6,5,1
5370,5370,Maanav Dalal,43,2,6,3,1
5371,5371,Anvi Konda,66,6,2,1,1
5372,5372,Omkaar Bal,23,6,1,2,1
5373,5373,Urvi Ramanathan,62,8,1,2,1
5374,5374,Anvi Butala,22,1,5,7,2
5375,5375,Arya Sahni,73,6,1,5,1
5376,5376,Daniel Tara,36,1,2,4,2
5377,5377,Eesha Kade,37,2,4,7,2
5378,5378,Jairaj Gole,62,7,1,1,1
5379,5379,Krisha Bajaj,46,9,1,7,2
5380,5380,Max Goswami,47,8,1,6,2
5381,5381,Mitesh Kothari,66,7,1,1,2
5382,5382,Charan Kibe,55,2,1,4,2
5383,5383,Ishanvi Prakash,24,4,1,6,2
5384,5384,Barkha Pau,50,9,7,3,1
5385,5385,Raagini Atwal,44,7,2,1,2
5386,5386,Yadavi Nanda,73,9,2,7,2
5387,5387,Madhav Mani,27,3,1,6,2
5388,5388,Ridhi Agrawal,51,9,1,3,1
5389,5389,Janaki Gade,60,8,1,7,1
5390,5390,Ganga Dyal,75,1,1,2,2
5391,5391,Chaman Uppal,62,2,5,6,2
5392,5392,Tarak Kata,22,3,1,2,1
5393,5393,Ekaja Reddy,30,5,1,3,1
5394,5394,Harita Devan,51,1,7,7,2
5395,5395,Triveni Chana,68,5,1,1,2
5396,5396,Anya Nayar,34,9,1,6,2
5397,5397,Oliver Prashad,57,3,1,3,1
5398,5398,Pavani Prakash,53,2,3,2,1
5399,5399,Chakradev Tandon,33,1,1,5,2
5400,5400,Vedika Krishna,54,9,2,2,1
5401,5401,Vamakshi Wali,51,5,7,7,1
5402,5402,Chameli Bawa,49,5,7,4,2
5403,5403,Wishi Batra,56,9,1,6,1
5404,5404,Watika Kunda,65,7,1,3,2
5405,5405,Rachit Ghose,22,9,6,2,2
5406,5406,Reyansh Mishra,68,5,6,5,1
5407,5407,Rachana Loke,44,8,2,1,1
5408,5408,Chanchal Sandal,47,3,1,2,1
5409,5409,Rehaan Barman,37,5,1,7,2
5410,5410,Gunbir Rastogi,41,9,1,6,1
5411,5411,Ekaja Dutta,20,5,7,6,2
5412,5412,Yashodhara Datta,58,2,1,6,2
5413,5413,Urvi Krishnan,28,9,1,3,1
5414,5414,Isaiah Mandal,49,9,1,7,1
5415,5415,Teerth Thaker,59,1,1,1,2
5416,5416,Andrew Kuruvilla,65,7,1,3,2
5417,5417,Wazir Gokhale,20,9,1,6,1
5418,5418,Januja Dara,73,1,1,6,1
5419,5419,Shivani Yohannan,24,2,1,6,2
5420,5420,Mason Hayre,54,4,4,6,1
5421,5421,Yutika Pant,63,3,1,1,1
5422,5422,Varsha Dada,32,9,2,6,1
5423,5423,Harish Gera,59,3,4,4,2
5424,5424,Ishwar Patel,53,7,2,3,2
5425,5425,Dev Banik,47,2,2,1,1
5426,5426,Meghana Issac,71,5,1,3,1
5427,5427,Amruta Mukhopadhyay,59,4,2,6,2
5428,5428,Priya Amble,43,4,2,3,2
5429,5429,Ijaya Bhagat,70,8,1,7,1
5430,5430,Chasmum Prabhakar,39,7,2,2,1
5431,5431,Harsh Balakrishnan,37,6,3,7,2
5432,5432,Falak Karpe,51,4,1,7,1
5433,5433,Omkaar Choudhary,31,9,1,7,1
5434,5434,Avni Goyal,26,5,1,7,2
5435,5435,Nitesh Trivedi,66,7,1,2,1
5436,5436,Abhimanyu Kara,46,4,1,3,2
5437,5437,Orinder Agate,52,1,1,3,2
5438,5438,Radhika Sahni,48,1,1,2,1
5439,5439,Nathaniel Subramaniam,73,9,1,1,1
5440,5440,Naveen Batta,49,4,1,2,2
5441,5441,Indrajit Doshi,40,7,1,6,1
5442,5442,Aahana Khosla,56,2,1,3,2
5443,5443,Dayamai Varughese,48,2,1,5,1
5444,5444,Lavanya Menon,57,7,1,1,1
5445,5445,Aryan Saha,58,7,4,7,2
5446,5446,Mahika Shroff,69,4,4,7,1
5447,5447,Rishi Ghosh,45,7,1,7,1
5448,5448,Vyanjana Kaur,25,4,1,6,2
5449,5449,Raagini Khalsa,66,3,1,3,1
5450,5450,Zaitra Mukherjee,75,3,2,2,1
5451,5451,Timothy Kapadia,50,5,1,3,1
5452,5452,Lakshmi Mall,26,8,4,4,2
5453,5453,Nicholas Halder,64,9,1,4,1
5454,5454,Jacob Prabhu,70,4,1,6,2
5455,5455,Sudiksha Nadkarni,39,9,5,6,1
5456,5456,Hritik Kulkarni,30,7,1,5,2
5457,5457,Jatin Hans,40,3,1,7,2
5458,5458,Girik Gera,66,6,1,3,1
5459,5459,Ira Balan,18,5,1,1,2
5460,5460,Daksha Yadav,43,2,1,2,1
5461,5461,Libni Sethi,26,7,2,7,1
5462,5462,Rachana Vyas,62,4,1,6,1
5463,5463,Kala Parikh,54,3,2,4,1
5464,5464,Ishaan Mohan,49,2,5,5,2
5465,5465,Thomas Savant,34,4,5,1,1
5466,5466,Ronith Memon,21,9,2,5,1
5467,5467,Advik Aggarwal,68,7,1,3,2
5468,5468,Geetika Kumer,68,1,1,4,1
5469,5469,Logan Chahal,47,6,1,3,2
5470,5470,Max Bava,30,5,1,6,2
5471,5471,Udant Mittal,41,3,4,5,1
5472,5472,Vinaya Lala,52,6,1,7,2
5473,5473,Hamsini Seshadri,38,8,1,4,2
5474,5474,Aarush Jayaraman,37,5,1,1,2
5475,5475,Ganga Deshmukh,31,5,1,5,2
5476,5476,Imaran Wable,45,9,1,7,1
5477,5477,Tanish Sahni,25,6,1,7,1
5478,5478,Ayushman Basu,34,8,6,3,2
5479,5479,Nidra Biswas,34,5,5,1,2
5480,5480,Thomas Suri,30,9,3,1,2
5481,5481,Yauvani Ravel,32,3,7,1,2
5482,5482,Harshil Kulkarni,43,3,1,2,2
5483,5483,Quincy Chowdhury,61,5,1,4,1
5484,5484,Watika Shroff,41,8,2,3,1
5485,5485,Darsh Borde,45,4,7,7,1
5486,5486,Sai Karan,51,3,1,4,1
5487,5487,Gavin Narain,20,3,1,6,1
5488,5488,Samarth Mukherjee,54,7,4,4,2
5489,5489,Chaaya Parsa,45,5,1,4,1
5490,5490,Vanya Mohanty,44,6,1,7,1
5491,5491,Vaishnavi Jani,61,5,2,2,1
5492,5492,Anika Kala,64,5,2,5,1
5493,5493,Zashil Chhabra,51,4,1,6,2
5494,5494,Ridhi Gaba,33,4,2,1,2
5495,5495,Triveni Soman,38,9,2,5,1
5496,5496,Vyanjana Setty,26,5,1,2,1
5497,5497,Manthan Saran,35,3,1,5,1
5498,5498,Nicholas Mohanty,51,5,3,3,1
5499,5499,Vidhi Oza,55,2,1,5,1
5500,5500,Oviya Mohan,48,5,1,6,2
5501,5501,Ekanta Majumdar,43,8,3,1,1
5502,5502,Pushti Zachariah,23,7,1,7,1
5503,5503,Tarak Nayar,45,9,5,4,1
5504,5504,Lavanya Sahni,25,8,1,1,2
5505,5505,Chandran Bains,75,1,2,5,1
5506,5506,Joshua De,40,9,2,7,2
5507,5507,Mugdha Sahni,75,4,1,4,1
5508,5508,Zehaan Gera,69,7,2,2,1
5509,5509,Tanvi Mistry,19,9,3,6,2
5510,5510,Qasim Bhandari,28,1,1,2,2
5511,5511,Victor Ghose,69,4,2,1,1
5512,5512,Zinal Raman,39,6,1,6,2
5513,5513,Dayamai Swamy,61,6,3,4,2
5514,5514,Zayan Guha,34,2,1,4,1
5515,5515,Zashil Dass,56,7,2,7,2
5516,5516,Sanya Nagarajan,50,3,1,6,2
5517,5517,Varsha Dua,45,4,1,6,1
5518,5518,Chakradhar Kala,66,6,4,3,1
5519,5519,Aadi Som,68,1,1,4,1
5520,5520,Chandani Handa,33,3,3,4,2
5521,5521,Agastya Chauhan,38,6,1,1,2
5522,5522,Mitesh Gandhi,53,7,4,4,2
5523,5523,Gopal Majumdar,18,6,1,6,2
5524,5524,Matthew Banerjee,71,4,1,4,1
5525,5525,Abdul Kata,59,7,3,4,1
5526,5526,Janani Krishna,21,8,1,5,1
5527,5527,Niharika Pathak,41,9,5,3,1
5528,5528,Eiravati Chhabra,54,3,1,4,2
5529,5529,Jatin Grover,39,5,1,5,1
5530,5530,Nitesh Krishna,44,4,7,5,2
