EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
675,20,58,2,6,KGID100675,Omaja,1981-05-28,1,2,False,2005-03-21
676,20,58,1,7,KGID100676,Qarin,1993-03-05,1,8,False,2010-04-03
677,20,58,6,7,KGID100677,Umang,1977-09-30,1,3,False,2017-01-15
678,20,58,4,4,KGID100678,Ubika,1998-08-17,1,1,False,2012-10-30
679,20,58,6,2,KGID100679,Omaja,1986-06-21,2,4,False,2000-05-30
680,20,58,1,3,KGID100680,Xavier,1976-03-11,1,5,False,2006-02-06
681,20,58,2,4,KGID100681,Farhan,1998-11-18,1,2,False,2021-02-01
682,20,58,1,4,KGID100682,George,1985-09-26,1,3,False,2020-07-29
683,20,58,2,5,KGID100683,Charan,1976-08-26,1,3,False,2016-01-22
684,20,59,4,6,KGID100684,Balveer,1997-03-24,1,1,False,2001-12-24
685,20,59,1,5,KGID100685,Teerth,1983-10-28,2,4,False,2021-09-26
686,20,59,3,6,KGID100686,Gaurangi,1977-10-31,1,7,False,2022-11-19
687,20,59,6,7,KGID100687,Siddharth,1999-05-22,1,8,False,2024-06-03
688,20,59,3,5,KGID100688,Jacob,1992-12-01,2,4,False,2018-05-25
689,20,59,5,3,KGID100689,Xavier,1991-03-05,1,5,False,2016-12-06
690,20,59,2,3,KGID100690,Mekhala,1998-08-21,1,4,False,2012-07-13
691,20,59,4,7,KGID100691,Barkha,1980-06-19,1,2,True,2011-12-31
692,20,59,12,7,KGID100692,Jagrati,1978-01-04,2,5,False,2006-12-14
693,20,59,1,1,KGID100693,Widisha,1983-05-15,1,5,False,2019-10-21
694,20,59,6,3,KGID100694,Upasna,1993-06-02,1,5,False,2005-10-22
695,20,59,3,2,KGID100695,Samar,1980-02-16,2,7,False,2008-07-11
696,20,60,4,6,KGID100696,Timothy,1992-09-22,1,5,False,1996-12-28
697,20,60,2,4,KGID100697,Omisha,1977-07-23,1,4,False,2002-03-19
698,20,60,4,6,KGID100698,Victor,1980-06-09,1,8,False,2020-09-08
699,20,60,4,5,KGID100699,Xalak,1986-03-31,1,3,False,2023-11-19
700,20,60,6,2,KGID100700,Geetika,1976-04-09,1,8,False,2020-05-07
701,20,60,1,7,KGID100701,Vritti,1983-03-12,1,3,False,2017-10-09
702,20,60,6,6,KGID100702,Indira,1973-04-12,1,6,False,2017-05-30
703,20,60,6,4,KGID100703,Vrinda,1973-10-12,2,6,False,2022-04-25
704,20,60,3,4,KGID100704,Daniel,1985-05-03,2,8,False,2020-11-08
705,20,60,3,5,KGID100705,Falan,1999-08-30,2,2,False,2015-11-25
706,21,61,3,7,KGID100706,Abeer,1981-07-18,1,5,False,2020-12-15
707,21,61,6,2,KGID100707,Vihaan,1969-11-01,1,4,False,2000-11-25
708,21,61,9,4,KGID100708,Tejas,1984-09-19,1,3,False,2007-05-06
709,21,61,2,6,KGID100709,Vasudha,1989-12-09,2,6,False,1996-12-23
710,21,61,1,3,KGID100710,Nisha,1967-12-05,1,3,False,2011-11-16
711,21,61,1,7,KGID100711,Anvi,1985-09-27,2,2,False,2004-11-01
712,21,61,2,4,KGID100712,Yadavi,1995-03-04,1,8,False,2016-01-26
713,21,61,1,2,KGID100713,Praneel,1971-03-01,1,1,False,1999-04-26
714,21,61,5,5,KGID100714,Manthan,1975-09-19,1,1,False,2014-06-30
715,21,61,1,6,KGID100715,Zayyan,1995-03-30,2,5,False,2004-04-10
716,21,61,2,5,KGID100716,Mekhala,1970-03-18,1,2,False,2024-05-04
717,21,62,8,4,KGID100717,Tripti,1986-09-25,1,6,False,2025-03-28
718,21,62,4,2,KGID100718,Upkaar,1977-09-21,1,8,False,2020-07-14
719,21,62,1,7,KGID100719,Faris,1989-10-01,1,4,False,2021-05-30
720,21,62,9,2,KGID100720,Azad,1970-09-14,1,3,False,2007-07-10
721,21,62,4,7,KGID100721,Vamakshi,1969-06-06,1,5,False,1996-10-18
722,21,62,3,5,KGID100722,Onveer,1970-05-02,2,2,False,2021-01-13
723,21,62,1,6,KGID100723,Garima,1986-10-06,1,8,False,2021-05-27
724,21,62,3,4,KGID100724,Girish,1997-12-12,1,4,False,2023-03-06
725,21,62,3,3,KGID100725,Victor,1974-09-17,1,2,False,2021-09-12
726,21,62,1,5,KGID100726,Vaishnavi,1976-09-27,1,7,False,2023-04-28
727,21,62,1,6,KGID100727,Avni,1998-02-06,1,5,False,2012-11-11
728,21,62,1,2,KGID100728,Bachittar,1973-08-15,1,5,False,2021-03-08
729,22,63,2,4,KGID100729,Amol,2000-03-19,1,1,False,2013-07-18
730,22,63,7,6,KGID100730,Mitali,1999-02-08,2,6,False,2005-03-14
731,22,63,1,1,KGID100731,Wridesh,1986-10-16,2,8,False,2021-02-26
732,22,63,1,5,KGID100732,Garima,1980-07-28,1,2,False,2017-12-22
733,22,63,3,4,KGID100733,Farhan,1984-07-20,2,5,False,2024-10-11
734,22,63,1,7,KGID100734,Chatresh,1970-11-05,1,1,False,2003-04-03
735,22,63,2,6,KGID100735,Faqid,1979-02-07,1,2,False,2018-10-28
736,22,63,5,1,KGID100736,Mekhala,2000-06-20,1,3,False,2005-12-26
737,22,63,1,3,KGID100737,Anjali,1994-03-01,2,5,False,2009-08-03
738,22,63,1,7,KGID100738,Vedant,1979-08-15,1,2,False,2023-10-25
739,22,63,8,3,KGID100739,Rachana,1973-11-02,2,8,False,2013-07-06
740,22,64,1,6,KGID100740,Lajita,1970-06-09,1,3,False,2014-06-18
741,22,64,7,4,KGID100741,Yatin,1991-10-09,2,8,False,1998-11-25
742,22,64,2,3,KGID100742,Mitesh,1980-06-11,1,3,False,2019-04-03
743,22,64,2,4,KGID100743,Mitesh,1992-09-02,1,2,False,2005-09-15
744,22,64,2,6,KGID100744,Hredhaan,1970-08-20,2,4,False,2023-11-13
745,22,64,4,3,KGID100745,Sai,1979-10-05,1,2,False,2004-05-06
746,22,64,4,4,KGID100746,Kevin,1970-06-29,1,7,False,2009-01-07
747,22,64,5,5,KGID100747,Yauvani,1981-05-25,1,3,False,1997-04-14
748,22,64,2,4,KGID100748,Irya,1986-05-14,2,2,False,2013-10-31
749,22,64,2,3,KGID100749,Ekta,1996-11-21,2,1,False,1996-11-17
750,22,65,2,2,KGID100750,Odika,1980-09-16,1,8,False,1998-12-24
751,22,65,2,7,KGID100751,Xavier,1986-12-21,1,6,False,2001-06-10
752,22,65,2,6,KGID100752,Lajita,1973-04-15,1,7,False,2004-04-27
753,22,65,3,1,KGID100753,Amrita,1984-04-16,2,5,False,1998-05-11
754,22,65,3,6,KGID100754,Radhika,1976-11-27,1,6,False,2005-03-19
755,22,65,1,2,KGID100755,Faraj,1979-10-20,2,6,False,2023-11-27
756,22,65,3,4,KGID100756,Warhi,1987-09-18,1,6,False,2002-03-12
757,22,65,1,7,KGID100757,Hredhaan,1972-02-17,1,1,False,1996-09-19
758,22,65,5,7,KGID100758,Meghana,1978-10-26,1,6,False,2014-07-05
759,22,65,1,2,KGID100759,Forum,1982-06-29,1,7,False,2009-01-04
760,22,65,3,2,KGID100760,Laban,1977-09-27,1,7,False,2014-01-06
761,22,65,5,2,KGID100761,Sai,1983-10-23,1,2,False,2001-09-03
762,22,65,1,6,KGID100762,Mitali,2000-06-17,2,2,False,2004-12-22
763,22,65,2,6,KGID100763,Vritti,2000-06-05,1,3,False,2019-03-14
764,23,66,3,1,KGID100764,Eshana,1980-04-23,1,7,False,2020-03-14
765,23,66,2,5,KGID100765,Maya,1979-12-08,2,3,False,2023-07-21
766,23,66,1,7,KGID100766,Ryan,1987-08-29,1,7,False,2012-05-06
767,23,66,3,3,KGID100767,Avi,1999-12-05,1,7,False,2009-11-28
768,23,66,3,6,KGID100768,Shaurya,1982-06-07,2,5,False,2004-12-20
769,23,66,2,3,KGID100769,Ekapad,1995-05-15,1,3,False,2019-08-06
770,23,66,3,6,KGID100770,Nilima,1990-05-28,1,6,False,2000-07-23
771,23,66,7,6,KGID100771,Chavvi,1975-10-02,1,4,False,2015-08-16
772,23,67,4,6,KGID100772,Pallavi,1994-05-09,1,3,False,1998-09-01
773,23,67,4,3,KGID100773,Varenya,1987-04-27,1,6,False,2012-01-08
774,23,67,3,6,KGID100774,Omya,1986-01-03,1,5,False,2019-06-15
775,23,67,2,1,KGID100775,Jagvi,1991-05-19,1,1,False,2020-01-29
776,23,67,1,1,KGID100776,Frederick,1971-03-30,1,3,False,2003-09-21
777,23,67,4,2,KGID100777,Isha,1973-03-06,2,5,False,2014-04-16
778,23,67,3,3,KGID100778,Mugdha,2000-05-24,2,2,False,2006-02-20
779,23,67,4,5,KGID100779,Qushi,1971-02-15,2,7,False,1999-05-20
780,23,67,5,7,KGID100780,Tristan,1984-11-20,1,1,False,2011-07-27
781,23,67,2,7,KGID100781,Timothy,1982-09-06,2,6,False,2007-11-12
782,23,67,1,6,KGID100782,Xiti,1972-08-25,1,8,False,2025-06-15
783,23,67,7,6,KGID100783,Vasudha,1971-01-29,1,6,False,2008-08-02
784,23,68,5,2,KGID100784,Frederick,1971-06-21,1,3,False,2023-10-20
785,23,68,1,2,KGID100785,Lucky,1979-05-14,1,2,False,2006-06-21
786,23,68,2,5,KGID100786,Samuel,1985-03-29,1,3,False,2006-08-16
787,23,68,1,3,KGID100787,Gunbir,1982-06-03,1,3,False,2016-09-23
788,23,68,7,5,KGID100788,Eiravati,1969-10-22,1,5,False,1997-10-26
789,23,68,3,3,KGID100789,Ishwar,1968-04-16,1,6,False,2006-06-21
790,23,68,8,5,KGID100790,Ikbal,1990-07-19,1,3,False,2001-04-15
791,23,68,3,1,KGID100791,Yagnesh,1985-01-25,1,4,False,2012-07-11
792,23,68,2,3,KGID100792,Ganga,1986-07-23,1,8,False,2024-04-26
793,23,68,5,6,KGID100793,Vincent,1994-08-25,1,6,False,2014-10-14
794,23,68,7,5,KGID100794,Quincy,1989-04-20,2,4,False,2009-01-20
795,23,69,2,7,KGID100795,Ayush,1992-08-05,2,7,False,2022-02-17
796,23,69,4,1,KGID100796,Shivani,1987-08-29,2,6,False,2007-10-19
797,23,69,3,4,KGID100797,Tanish,1974-07-09,1,4,False,2018-05-04
798,23,69,1,1,KGID100798,Dev,1987-02-26,1,1,False,2019-09-16
799,23,69,1,6,KGID100799,Rachit,1979-12-17,2,7,False,2002-03-28
800,23,69,1,7,KGID100800,Ishaan,1976-06-11,1,7,False,2021-07-16
801,23,69,7,6,KGID100801,Dhriti,1987-10-27,1,1,False,2014-04-01
802,23,69,2,1,KGID100802,Ishaan,1979-05-09,1,3,False,2021-01-15
803,23,69,3,5,KGID100803,Orinder,1995-03-11,2,5,False,2016-12-29
804,23,69,2,4,KGID100804,Chameli,1998-10-05,1,1,False,2013-08-21
805,23,69,1,1,KGID100805,Krish,1978-03-04,1,2,False,2003-06-10
806,23,69,3,6,KGID100806,Jackson,1973-09-30,2,6,False,2016-08-18
807,23,69,1,7,KGID100807,Yasti,1980-09-24,1,2,False,2013-10-26
808,23,70,2,7,KGID100808,Leela,1981-11-27,1,8,False,2010-08-20
809,23,70,1,6,KGID100809,Oscar,1986-05-23,1,5,False,2010-09-21
810,23,70,1,6,KGID100810,Logan,1973-11-19,2,6,False,2020-12-09
811,23,70,1,7,KGID100811,Chatresh,1996-12-13,1,2,False,2024-02-15
812,23,70,3,4,KGID100812,Vedhika,1972-03-01,1,2,False,2020-02-29
813,23,70,4,6,KGID100813,Yashasvi,1989-09-23,1,7,False,2008-05-21
814,23,70,6,2,KGID100814,Vyanjana,1981-08-27,1,4,False,2020-11-17
815,23,70,1,1,KGID100815,Vrinda,1973-03-18,1,1,False,2012-12-01
816,23,70,7,5,KGID100816,Thomas,1977-06-15,1,2,False,2004-06-29
817,23,70,1,1,KGID100817,Bhavya,1973-03-29,1,8,False,2009-10-13
818,23,70,2,6,KGID100818,Warhi,1986-03-20,1,2,False,1999-10-22
819,23,70,1,2,KGID100819,Ishaan,1976-08-18,1,8,False,2012-04-09
820,23,70,4,6,KGID100820,Jeevika,1985-12-14,1,6,False,2018-06-20
821,23,70,8,2,KGID100821,Ridhi,1986-02-06,1,4,False,2025-03-23
822,23,70,4,6,KGID100822,Harsh,1992-07-19,1,6,False,2015-06-24
823,24,71,6,4,KGID100823,Yug,1977-08-24,1,5,False,2025-07-02
824,24,71,1,6,KGID100824,Shivani,1976-06-16,1,5,False,2021-07-11
825,24,71,1,5,KGID100825,Gagan,1982-06-14,1,2,False,2025-05-06
826,24,71,6,7,KGID100826,Warjas,1974-08-29,1,1,False,2017-11-29
827,24,71,3,7,KGID100827,Indali,1996-10-19,1,1,False,2014-03-21
828,24,71,3,5,KGID100828,Priya,1973-03-02,1,3,False,2000-07-23
829,24,71,1,7,KGID100829,Samuel,1995-03-09,1,5,False,2019-11-18
830,24,71,3,1,KGID100830,Indali,1985-08-15,1,1,False,2013-10-30
831,24,71,5,7,KGID100831,Om,1978-07-12,2,3,False,2016-12-09
832,24,71,1,2,KGID100832,Bimala,1986-12-30,1,3,False,2024-02-21
833,24,71,2,3,KGID100833,Yoshita,2001-01-11,1,8,False,2016-03-22
834,24,71,1,2,KGID100834,Girish,1972-02-18,1,4,False,2018-04-10
835,24,71,5,4,KGID100835,Nisha,1998-10-06,1,8,False,2025-04-21
836,24,72,9,3,KGID100836,Jonathan,1991-05-17,1,5,False,2000-05-15
837,24,72,1,5,KGID100837,Madhav,1991-09-17,1,7,False,2020-07-19
838,24,72,2,6,KGID100838,Maya,1984-03-01,2,2,False,2013-04-08
839,24,72,2,2,KGID100839,Amruta,1988-11-13,1,6,False,2007-05-27
840,24,72,2,7,KGID100840,Faqid,1989-01-25,1,1,False,2022-01-17
841,24,72,1,2,KGID100841,Girik,1981-03-22,1,5,False,2018-04-07
842,24,72,1,3,KGID100842,Jyoti,1982-12-25,1,2,False,2010-09-04
843,24,72,2,3,KGID100843,Aarnav,1997-01-24,1,8,False,2021-02-02
844,24,73,1,2,KGID100844,Girik,1992-05-17,1,7,False,2009-10-25
845,24,73,1,5,KGID100845,Ishita,1996-06-05,1,3,False,2019-08-06
846,24,73,1,5,KGID100846,Mitali,1974-12-06,1,3,False,2008-12-24
847,24,73,1,4,KGID100847,Siddharth,1984-05-05,1,1,False,2005-11-19
848,24,73,4,7,KGID100848,Bhanumati,1979-01-03,1,2,False,2013-04-13
849,24,73,3,4,KGID100849,Vedhika,1994-04-29,2,3,False,2022-06-14
850,24,73,2,2,KGID100850,Chanakya,1969-01-31,2,3,False,2014-09-06
851,24,73,3,2,KGID100851,Tripti,1968-01-29,1,6,False,2023-06-23
852,24,73,3,1,KGID100852,Nakul,1982-07-12,1,7,False,1996-07-17
853,24,73,1,5,KGID100853,Priya,1974-05-27,2,7,False,2016-06-28
854,24,73,3,2,KGID100854,Kevin,1997-07-08,1,1,False,2005-04-11
855,24,73,3,7,KGID100855,Anusha,1970-09-12,1,8,False,2006-12-22
856,24,73,7,5,KGID100856,Fitan,1980-03-01,2,7,False,2022-09-25
857,24,73,2,1,KGID100857,Noah,1969-04-14,1,7,False,2014-08-31
858,24,73,5,7,KGID100858,Vivaan,1982-02-12,2,6,False,1999-03-02
859,24,74,2,3,KGID100859,Girish,1967-07-24,1,4,False,2010-05-08
860,24,74,1,5,KGID100860,Kevin,1987-09-16,2,7,False,2011-08-02
861,24,74,1,6,KGID100861,Sai,1967-11-03,2,2,False,2016-09-10
862,24,74,2,2,KGID100862,Jai,2001-02-13,1,6,False,2008-10-08
863,24,74,1,4,KGID100863,Kevin,1983-10-07,1,5,False,2003-03-01
864,24,74,3,5,KGID100864,Gaurav,1992-05-15,1,5,False,1999-06-29
865,24,74,2,2,KGID100865,Dhriti,1980-01-08,1,8,False,2005-03-14
866,24,74,3,4,KGID100866,Lavanya,1993-10-27,1,5,False,2018-05-13
867,24,74,5,4,KGID100867,Kiaan,1989-05-03,1,2,False,2016-02-28
868,25,75,5,2,KGID100868,Ekapad,1985-07-24,1,7,False,1996-10-07
869,25,75,5,5,KGID100869,Nitesh,1982-06-27,1,1,False,2017-06-22
870,25,75,8,1,KGID100870,Max,1998-10-20,2,3,False,2014-05-22
871,25,75,3,1,KGID100871,Saanvi,1996-10-05,1,4,False,1999-01-14
872,25,75,3,6,KGID100872,Harish,1972-04-13,1,7,False,2000-02-04
873,25,75,3,6,KGID100873,Leena,1979-06-23,2,1,False,2008-12-22
874,25,75,5,6,KGID100874,Logan,1975-12-13,1,1,False,2015-03-20
875,25,75,4,7,KGID100875,Yuvraj,1986-05-04,1,4,False,2013-12-03
876,25,75,3,5,KGID100876,Bhavani,1994-01-04,1,3,False,2016-07-18
877,25,75,2,6,KGID100877,Charvi,1974-07-05,1,3,False,2014-02-14
878,25,75,1,4,KGID100878,Ranbir,1992-12-13,1,7,False,2005-02-03
879,25,75,1,1,KGID100879,Chatura,1994-03-05,1,2,False,2019-07-17
880,25,75,3,6,KGID100880,Wriddhish,1984-05-08,2,6,False,1999-10-17
881,25,75,5,2,KGID100881,Xalak,1989-03-21,1,4,False,1998-08-01
882,25,75,2,1,KGID100882,Advik,2001-01-29,1,7,False,2023-08-10
883,25,76,3,3,KGID100883,Kevin,1980-09-04,2,5,False,2020-11-07
884,25,76,5,5,KGID100884,Osha,1979-12-13,1,8,False,2016-04-29
885,25,76,3,7,KGID100885,Urishilla,1999-12-23,1,6,False,2018-11-11
886,25,76,2,4,KGID100886,Anay,1987-06-30,2,1,False,1996-12-03
887,25,76,1,4,KGID100887,Tanveer,1968-11-16,1,4,False,1998-04-11
888,25,76,1,3,KGID100888,Mitali,1984-09-30,1,6,False,2014-10-01
889,25,76,1,7,KGID100889,Yachana,1993-08-09,1,5,False,2008-10-21
890,25,76,4,7,KGID100890,Neelima,1970-04-29,1,3,False,2012-01-31
891,25,76,2,5,KGID100891,Michael,1976-12-15,1,4,False,2005-07-05
892,25,77,1,2,KGID100892,Yasti,1998-11-01,2,4,False,2024-10-10
893,25,77,5,7,KGID100893,Nachiket,1985-10-05,1,3,False,2007-11-08
894,25,77,1,1,KGID100894,Dominic,1978-01-25,1,8,False,2009-03-17
895,25,77,5,5,KGID100895,William,1969-06-29,2,8,False,1999-01-09
896,25,77,2,5,KGID100896,Radha,1971-06-20,2,8,False,2014-04-12
897,25,77,5,5,KGID100897,Christopher,1978-01-15,1,4,False,2018-01-12
898,25,77,1,5,KGID100898,Parth,1971-08-02,2,8,False,2017-01-19
899,25,77,1,3,KGID100899,Advay,1973-02-03,1,3,False,2024-02-28
900,25,77,1,5,KGID100900,Zansi,1994-02-22,1,1,True,2017-06-04
901,25,77,1,5,KGID100901,Ojas,1980-03-02,1,6,False,2018-04-07
902,25,77,1,5,KGID100902,Amruta,1992-06-11,1,5,False,1999-12-12
903,25,78,2,4,KGID100903,Ayushman,1978-11-30,1,7,False,2008-12-21
904,25,78,2,7,KGID100904,Devansh,1976-06-18,1,8,False,2024-10-18
905,25,78,1,5,KGID100905,Faraj,1984-05-23,1,2,False,2011-05-03
906,25,78,5,5,KGID100906,Christopher,1984-07-05,1,7,False,2012-12-17
907,25,78,5,6,KGID100907,Jhalak,1972-11-14,1,1,False,2018-12-13
908,25,78,2,7,KGID100908,Jack,1975-04-16,1,6,False,2011-04-12
909,25,78,2,5,KGID100909,Chaitanya,1996-09-20,2,1,False,1996-11-17
910,25,78,4,1,KGID100910,Chakradhar,1983-07-25,1,5,False,2007-08-18
911,25,78,3,4,KGID100911,Mason,1973-08-10,1,5,False,2024-05-15
912,25,78,3,7,KGID100912,Balendra,1986-04-28,1,1,False,2023-01-10
913,25,78,2,6,KGID100913,Oni,1975-02-27,2,4,False,2003-09-21
914,25,78,3,5,KGID100914,Ekaja,1976-09-29,1,5,False,1998-10-12
915,25,78,4,4,KGID100915,Kashish,1971-08-01,2,8,False,2016-01-18
916,26,79,3,4,KGID100916,Charles,1973-08-15,1,3,False,2019-11-06
917,26,79,3,3,KGID100917,Chakradhar,1999-12-18,1,7,False,1998-07-10
918,26,79,1,2,KGID100918,Udyati,1996-12-20,1,6,False,2018-12-15
919,26,79,1,3,KGID100919,Deepa,1978-08-26,1,7,False,2012-07-24
920,26,79,2,7,KGID100920,Abhiram,1980-01-25,2,8,False,2004-12-23
921,26,79,1,1,KGID100921,Daksha,1992-09-01,1,4,False,2003-07-23
922,26,79,8,6,KGID100922,Jyoti,1987-08-23,1,4,False,2010-10-30
923,26,79,1,1,KGID100923,Rohan,1992-06-05,2,8,False,2012-05-16
924,26,79,1,4,KGID100924,Yatan,1972-08-22,1,2,False,2023-07-24
925,26,79,3,1,KGID100925,Arjun,1975-06-12,1,7,False,2006-07-27
926,26,79,1,3,KGID100926,Aditya,1999-11-10,1,3,False,1996-07-25
927,26,79,5,1,KGID100927,Krisha,1996-05-22,1,6,False,2017-08-11
928,26,79,2,4,KGID100928,Hemang,1974-07-02,1,5,False,2025-01-12
929,26,79,1,6,KGID100929,Oni,1984-04-02,1,8,False,1998-04-05
930,26,80,3,6,KGID100930,Lucky,1991-09-21,1,6,False,1999-03-22
931,26,80,1,1,KGID100931,Vincent,1998-01-12,1,6,False,2011-08-06
932,26,80,1,1,KGID100932,Kashish,1983-02-10,1,3,False,2018-03-18
933,26,80,2,1,KGID100933,Girish,1984-09-15,1,8,False,2015-01-01
934,26,80,2,1,KGID100934,Meera,1970-01-25,2,5,False,2012-12-27
935,26,80,5,5,KGID100935,Radhika,1990-01-17,1,7,False,2000-04-24
936,26,80,2,2,KGID100936,Bishakha,1976-05-25,1,7,False,2005-08-28
937,26,80,1,1,KGID100937,Maya,1991-05-08,1,4,False,2017-11-05
938,26,80,5,5,KGID100938,Eesha,1982-12-01,2,5,False,2003-04-19
939,26,80,4,7,KGID100939,Samaksh,1972-02-25,1,4,False,2018-11-09
940,26,80,1,3,KGID100940,Ikbal,1972-10-22,1,8,False,2001-04-16
941,26,80,1,5,KGID100941,Unnati,1978-03-14,1,6,True,2000-01-09
942,26,80,1,5,KGID100942,Ishita,2000-04-27,1,2,False,2002-07-18
943,26,80,1,4,KGID100943,Darika,1983-04-12,1,4,False,2021-03-30
944,26,81,2,3,KGID100944,Gautam,1972-11-18,1,8,False,2016-06-01
945,26,81,2,7,KGID100945,Banjeet,1974-11-01,1,2,False,2021-05-12
946,26,81,8,1,KGID100946,Manbir,1970-08-16,1,7,False,2003-09-21
947,26,81,2,2,KGID100947,Ishani,1980-12-29,2,5,False,1997-12-10
948,26,81,5,1,KGID100948,Chandani,1976-05-15,2,4,False,2025-04-02
949,26,81,9,2,KGID100949,Azaan,1999-11-24,1,1,False,2021-04-21
950,26,81,4,1,KGID100950,Zaid,1970-09-29,1,4,False,1999-06-24
951,26,81,4,3,KGID100951,Logan,1971-08-27,2,3,False,1998-04-24
952,27,82,4,5,KGID100952,Tristan,1971-12-20,1,5,False,2020-05-29
953,27,82,1,3,KGID100953,Kashish,1990-11-09,2,4,False,2023-09-17
954,27,82,1,4,KGID100954,Frado,1987-04-28,1,3,False,2004-01-11
955,27,82,3,4,KGID100955,Falan,1968-04-06,2,1,False,1998-05-23
956,27,82,3,6,KGID100956,Sachi,1995-01-15,1,3,False,1999-03-11
957,27,82,1,2,KGID100957,Garima,1971-09-09,1,6,False,2023-11-06
958,27,82,11,6,KGID100958,Chandresh,1973-03-27,1,6,False,2013-03-01
959,27,82,4,7,KGID100959,Megha,1984-05-23,1,8,False,2007-08-15
960,27,83,5,4,KGID100960,Pooja,1973-05-26,1,1,False,2002-10-01
961,27,83,2,2,KGID100961,Rachit,1976-11-14,1,1,False,2009-06-16
962,27,83,2,3,KGID100962,Manthan,1968-09-13,1,8,False,2014-06-24
963,27,83,1,3,KGID100963,Yatan,1989-07-13,1,8,False,2010-12-28
964,27,83,5,7,KGID100964,Varenya,1969-08-06,1,2,False,2004-08-20
965,27,83,2,7,KGID100965,Laksh,1981-10-11,1,6,False,2015-02-27
966,27,83,5,5,KGID100966,Zaid,1988-12-20,1,3,False,2019-10-14
967,27,83,3,3,KGID100967,Anirudh,2001-03-01,2,4,False,2019-03-14
968,27,83,1,5,KGID100968,Jagrati,1983-11-01,2,4,False,2019-03-08
969,27,83,2,5,KGID100969,Hemangini,1998-07-22,1,5,False,2011-02-03
970,27,83,3,1,KGID100970,Lipika,1976-09-19,1,2,False,1997-04-12
971,27,83,7,2,KGID100971,Theodore,1968-07-08,2,4,False,2020-01-12
972,27,83,1,1,KGID100972,Avni,1969-07-07,1,7,False,2025-04-11
973,27,84,1,2,KGID100973,Ishita,1993-08-06,1,2,True,2025-07-05
974,27,84,7,6,KGID100974,Nathaniel,1970-12-05,1,2,False,2015-07-28
975,27,84,3,3,KGID100975,Amaira,1985-09-01,1,7,False,2019-06-20
976,27,84,5,1,KGID100976,Daksh,1993-07-02,2,5,False,2024-01-04
977,27,84,4,7,KGID100977,Lipika,1979-08-03,1,4,False,2020-11-10
978,27,84,1,6,KGID100978,Oscar,1973-07-05,1,7,False,2013-09-14
979,27,84,3,2,KGID100979,Jagrati,1998-08-07,1,3,False,1997-05-04
980,27,84,3,6,KGID100980,Indira,1999-09-28,1,6,False,2012-11-12
981,27,84,4,4,KGID100981,Raghav,1995-12-21,2,3,False,2020-01-09
982,27,84,3,5,KGID100982,Waida,1985-12-15,1,3,False,2001-08-12
983,27,84,3,3,KGID100983,Baljiwan,1970-08-04,2,6,False,2003-04-08
984,27,84,2,6,KGID100984,Theodore,1968-03-14,1,6,False,2010-05-20
985,28,85,2,5,KGID100985,Garima,1998-09-25,2,5,False,2002-05-13
986,28,85,2,4,KGID100986,Kalpit,1979-02-09,1,1,False,2001-09-01
987,28,85,3,5,KGID100987,Ekiya,1969-07-19,1,5,True,2000-10-21
988,28,85,9,2,KGID100988,Lucky,1993-11-07,2,1,False,2021-01-25
989,28,85,8,7,KGID100989,Janya,2000-03-08,1,3,False,2007-05-11
990,28,85,2,2,KGID100990,Meghana,1987-06-13,1,6,False,2006-04-13
991,28,85,1,3,KGID100991,Ekantika,1972-02-29,2,2,False,2001-02-02
992,28,85,3,2,KGID100992,Rajeshri,1994-06-12,1,6,False,2024-05-19
993,28,85,1,7,KGID100993,Edhitha,1973-06-12,2,2,False,2024-08-12
994,28,85,2,6,KGID100994,Ishanvi,1975-02-11,2,7,False,2013-08-08
995,28,85,1,7,KGID100995,Parth,1980-05-22,1,7,False,2017-10-22
996,28,86,6,2,KGID100996,Chaitaly,1971-11-08,1,1,False,2017-08-28
997,28,86,3,1,KGID100997,Mahika,1996-06-13,1,1,False,2018-11-16
998,28,86,3,3,KGID100998,Bachittar,1973-09-18,1,4,False,2005-10-01
999,28,86,4,4,KGID100999,Timothy,1989-04-09,2,2,False,1999-07-17
1000,28,86,1,4,KGID101000,Watika,1972-04-21,1,6,False,2018-02-19
1001,28,86,3,1,KGID101001,Wazir,1979-04-26,1,5,False,2005-10-15
1002,28,86,3,7,KGID101002,Gaurang,1995-06-18,1,3,False,2015-12-14
1003,28,86,1,4,KGID101003,Gautami,1982-09-16,1,4,False,2004-03-19
1004,28,86,11,5,KGID101004,Zaid,1991-02-03,1,2,False,2006-09-08
1005,28,87,2,5,KGID101005,Hritik,1992-01-07,1,7,False,1997-12-01
1006,28,87,2,3,KGID101006,Raksha,1992-06-06,1,1,False,2024-08-16
1007,28,87,1,3,KGID101007,Odika,1984-04-15,1,8,False,2007-07-04
1008,28,87,2,7,KGID101008,Keya,1970-12-21,1,6,False,2010-06-05
1009,28,87,4,1,KGID101009,Umang,1973-01-20,1,1,False,1998-08-29
1010,28,87,3,2,KGID101010,Bahadurjit,1977-07-20,2,5,True,2005-10-06
1011,28,87,4,1,KGID101011,Henry,1970-01-17,1,8,False,2001-06-15
1012,28,87,1,5,KGID101012,Keya,1972-12-29,1,5,False,1998-09-12
