IdentityID,CanonicalName,DOBApprox,LinkedAccusedIDs,ResolutionConfidence,ResolutionMethod
1692,Veda Patel,,"11935,19525",0.87,fuzzy_name_district
1693,Harshil Ghose,,11939,0.97,fuzzy_name_district
1694,Viraj Balay,,11943,0.83,fuzzy_name_district
1695,Ayushman Sen,,11960,0.95,fuzzy_name_district
1696,Raagini Bhat,,"11961,19832,24176",0.92,fuzzy_name_district
1697,Lohit Nayar,,11963,0.87,fuzzy_name_district
1698,Daksh Jhaveri,,"11964,18616",0.82,fuzzy_name_district
1699,Ranbir Puri,,11966,0.87,fuzzy_name_district
1700,Amol Kadakia,,11967,0.86,fuzzy_name_district
1701,Girik Contractor,,"11984,16042",0.95,fuzzy_name_district
1702,Fariq Comar,,11991,0.98,fuzzy_name_district
1703,Harrison Chakrabarti,,"11998,12611",0.9,fuzzy_name_district
1704,Yash Mandal,,"12012,18155",0.85,fuzzy_name_district
1705,Yashica Kalita,,"12033,16221",0.97,fuzzy_name_district
1706,Yagnesh Pandey,,12041,0.88,fuzzy_name_district
1707,Rohan Dara,,12042,0.9,fuzzy_name_district
1708,Ekapad Vala,,12043,0.97,fuzzy_name_district
1709,Daksh Randhawa,,"12050,15440",0.97,fuzzy_name_district
1710,Azad Agarwal,,12065,0.91,fuzzy_name_district
1711,Upkaar Shetty,,12090,0.9,fuzzy_name_district
1712,Tarak Choudhary,,"12094,12633",0.97,fuzzy_name_district
1713,Sarthak Bhardwaj,,"12108,21787",0.83,fuzzy_name_district
1714,Yagnesh Sharma,,12109,0.87,fuzzy_name_district
1715,Faraj Khosla,,12115,0.97,fuzzy_name_district
1716,Waida Parekh,,12117,0.84,fuzzy_name_district
1717,Darpan Shanker,,12120,0.99,fuzzy_name_district
1718,Mitesh Sant,,12122,0.99,fuzzy_name_district
1719,Ranbir Karan,,"12123,15910,18017",0.86,fuzzy_name_district
1720,Maanas Menon,,12142,0.95,fuzzy_name_district
1721,Siya Vyas,,12146,0.85,fuzzy_name_district
1722,Isaac Kale,,"12151,12433",0.98,fuzzy_name_district
1723,Agastya Kari,,12161,0.84,fuzzy_name_district
1724,Fiyaz Sawhney,,"12174,13867",0.96,fuzzy_name_district
1725,Bachittar Swamy,,12179,0.86,fuzzy_name_district
1726,Frederick Varma,,"12193,14153,20554,22114",0.83,fuzzy_name_district
1727,Tarak Wali,,12195,0.93,fuzzy_name_district
1728,Amaira Banik,,12205,0.93,fuzzy_name_district
1729,Chandani Setty,,12213,0.97,fuzzy_name_district
1730,Tanveer Nayak,,"12237,18173",0.98,fuzzy_name_district
1731,Faras Bhatia,,12245,0.91,fuzzy_name_district
1732,Abdul Joshi,,12262,0.88,fuzzy_name_district
1733,Bachittar Ray,,12270,0.92,fuzzy_name_district
1734,Rachit Kapadia,,12271,0.87,fuzzy_name_district
1735,Gautam Maharaj,,12272,0.82,fuzzy_name_district
1736,Alexander Naidu,,12280,0.96,fuzzy_name_district
1737,Gopal Gara,,12286,0.85,fuzzy_name_district
1738,Hema Kannan,,"12296,14250",0.92,fuzzy_name_district
1739,Rehaan Raja,,"12311,17076",0.94,fuzzy_name_district
1740,Ekansh Karan,,12312,0.98,fuzzy_name_district
1741,Yashoda Sehgal,,12324,0.86,fuzzy_name_district
1742,Chanakya Sami,,12328,0.9,fuzzy_name_district
1743,Advika Badal,,12330,0.98,fuzzy_name_district
1744,Lakshmi Mander,,"12331,15057",0.84,fuzzy_name_district
1745,Darsh Korpal,,12335,0.9,fuzzy_name_district
1746,Reyansh Borah,,12339,0.87,fuzzy_name_district
1747,Amruta Dyal,,12341,0.87,fuzzy_name_district
1748,Owen Nadkarni,,"12343,18823",0.87,fuzzy_name_district
1749,Rohan Peri,,12370,0.93,fuzzy_name_district
1750,Anmol Randhawa,,12371,0.9,fuzzy_name_district
1751,Wyatt Narain,,12394,0.83,fuzzy_name_district
1752,Nathaniel Ravel,,12396,0.85,fuzzy_name_district
1753,Lakshit Bansal,,"12399,20870",0.98,fuzzy_name_district
1754,Tristan Vig,,12407,0.89,fuzzy_name_district
1755,Yatin Grewal,,12409,0.86,fuzzy_name_district
1756,Gaurika Kohli,,"12416,19164",0.96,fuzzy_name_district
1757,Vidhi Savant,,"12426,19358",0.97,fuzzy_name_district
1758,Farhan Hegde,,"12428,16693",0.99,fuzzy_name_district
1759,Patrick Chakraborty,,12453,0.93,fuzzy_name_district
1760,Yatin Shenoy,,12467,0.97,fuzzy_name_district
1761,Tanish Pall,,12479,0.97,fuzzy_name_district
1762,Inaya Master,,"12496,15702",0.83,fuzzy_name_district
1763,Aarnav Baria,,12505,0.95,fuzzy_name_district
1764,Shivansh Sampath,,12515,0.95,fuzzy_name_district
1765,Kai Dada,,"12520,12566,14740",0.85,fuzzy_name_district
1766,Megha Babu,,12521,0.9,fuzzy_name_district
1767,Sathvik Mani,,"12536,18001",0.98,fuzzy_name_district
1768,Ekbal Sangha,,12542,0.87,fuzzy_name_district
1769,Noah Thakkar,,12551,0.94,fuzzy_name_district
1770,Aachal Ben,,"12557,13643,17111",0.88,fuzzy_name_district
1771,Saksham Chaudhuri,,12560,0.94,fuzzy_name_district
1772,Hardik Desai,,12567,0.93,fuzzy_name_district
1773,Gaurav Rajagopalan,,12574,0.93,fuzzy_name_district
1774,Onveer Edwin,,"12575,14215",0.97,fuzzy_name_district
1775,Bhavna Sodhi,,12576,0.9,fuzzy_name_district
1776,Aarav Palan,,12586,0.96,fuzzy_name_district
1777,Azad Buch,,"12589,13870",0.9,fuzzy_name_district
1778,Utkarsh Rana,,12596,0.88,fuzzy_name_district
1779,Peter Shetty,,"12600,19449,24206",0.92,fuzzy_name_district
1780,Yatan Ravi,,"12613,18687",0.85,fuzzy_name_district
1781,Timothy Dugar,,12621,0.96,fuzzy_name_district
1782,Reyansh Kalita,,12631,0.92,fuzzy_name_district
1783,Dakshesh Sarin,,"12638,12754",0.92,fuzzy_name_district
1784,Yatan Kata,,12648,0.92,fuzzy_name_district
1785,Ayushman Menon,,"12662,20836",0.93,fuzzy_name_district
1786,Chatura Sagar,,12664,0.92,fuzzy_name_district
1787,Gauri Sant,,"12665,21218",0.87,fuzzy_name_district
1788,Hritik Pandit,,"12673,15139",0.96,fuzzy_name_district
1789,Rehaan Tiwari,,"12685,16070,22812",0.89,fuzzy_name_district
1790,Owen Barad,,12686,0.89,fuzzy_name_district
1791,Umang Mahal,,"12695,18392",0.92,fuzzy_name_district
1792,Anay Savant,,12696,0.88,fuzzy_name_district
1793,Advay Loyal,,"12716,14201,21967",0.96,fuzzy_name_district
1794,Rehaan Loke,,"12719,15813",0.97,fuzzy_name_district
1795,Ikbal Handa,,"12728,15967",0.87,fuzzy_name_district
1796,Aayush Dutt,,12733,0.86,fuzzy_name_district
1797,Lohit Dewan,,12743,0.88,fuzzy_name_district
1798,Samaksh Kala,,12747,0.82,fuzzy_name_district
1799,Owen Balay,,12753,0.89,fuzzy_name_district
1800,Niharika Lata,,"12763,24804",0.82,fuzzy_name_district
1801,Shivansh Chandran,,12766,0.99,fuzzy_name_district
1802,Mason Mishra,,12767,0.9,fuzzy_name_district
1803,Jatin Cheema,,"12777,23429",0.84,fuzzy_name_district
1804,Rajata Seth,,12778,0.98,fuzzy_name_district
1805,Tanay Pillai,,12779,0.88,fuzzy_name_district
1806,Siddharth Acharya,,"12780,18242",0.97,fuzzy_name_district
1807,Adya Sundaram,,"12781,21649",0.86,fuzzy_name_district
1808,Teerth Kadakia,,12786,0.82,fuzzy_name_district
1809,Faqid Atwal,,12802,0.99,fuzzy_name_district
1810,Ekavir Nagar,,12810,0.98,fuzzy_name_district
1811,Samesh Chana,,"12823,13474",0.86,fuzzy_name_district
1812,Rudra Agrawal,,12829,0.93,fuzzy_name_district
1813,Mohammed Rout,,"12831,16940",0.86,fuzzy_name_district
1814,Ekta Bal,,"12836,18349",0.88,fuzzy_name_district
1815,Elijah Tara,,12838,0.93,fuzzy_name_district
1816,Dalbir Singhal,,12848,0.97,fuzzy_name_district
1817,Caleb Sidhu,,12850,0.88,fuzzy_name_district
1818,Radha Bedi,,"12852,18002",0.91,fuzzy_name_district
1819,Aarini Iyengar,,12855,0.86,fuzzy_name_district
1820,Robert Kashyap,,12859,0.95,fuzzy_name_district
1821,Utkarsh Sur,,12861,0.88,fuzzy_name_district
1822,Xavier Patil,,12863,0.83,fuzzy_name_district
1823,Tanish Sharaf,,12900,0.96,fuzzy_name_district
1824,Kiaan Khanna,,12911,0.89,fuzzy_name_district
1825,Tristan Talwar,,12916,0.93,fuzzy_name_district
1826,Rachit Yadav,,"12919,15930",0.97,fuzzy_name_district
1827,Gunbir Borde,,12925,0.98,fuzzy_name_district
1828,Yahvi Kapoor,,12928,0.84,fuzzy_name_district
1829,Balvan Prashad,,12929,0.89,fuzzy_name_district
1830,Charles Kalla,,"12948,14900",0.86,fuzzy_name_district
1831,Balveer Nadig,,12949,0.83,fuzzy_name_district
1832,Samaksh Dar,,12952,0.97,fuzzy_name_district
1833,Faqid Kaur,,12971,0.83,fuzzy_name_district
1834,Jai Koshy,,12972,0.84,fuzzy_name_district
1835,Max Kumar,,12978,0.88,fuzzy_name_district
1836,Pranit Joshi,,"12981,20832",0.84,fuzzy_name_district
1837,Kalpit Rattan,,12984,0.84,fuzzy_name_district
1838,Faqid Dhaliwal,,"12985,23855",0.89,fuzzy_name_district
1839,Charles Singhal,,"12999,13181",0.95,fuzzy_name_district
1840,Elijah Modi,,13009,0.92,fuzzy_name_district
1841,Maanas Rai,,"13025,17297",0.82,fuzzy_name_district
1842,Udarsh Saran,,13027,0.87,fuzzy_name_district
1843,Jackson Gola,,"13037,16608",0.93,fuzzy_name_district
1844,Yuvraj Ramanathan,,13047,0.91,fuzzy_name_district
1845,Udarsh Prabhu,,"13061,13906",0.94,fuzzy_name_district
1846,Ekaraj Agrawal,,"13071,20409",0.95,fuzzy_name_district
1847,Aradhana Padmanabhan,,13073,0.82,fuzzy_name_district
1848,Gaurika Narasimhan,,13080,0.99,fuzzy_name_district
1849,Orinder Konda,,13081,0.92,fuzzy_name_district
1850,Forum Mannan,,13091,0.98,fuzzy_name_district
1851,Joshua Saran,,13096,0.95,fuzzy_name_district
1852,Abeer Ghose,,"13124,19388",0.96,fuzzy_name_district
1853,Raghav Varma,,"13125,15522",0.89,fuzzy_name_district
1854,Quincy Shroff,,"13127,21898",0.96,fuzzy_name_district
1855,Wriddhish Goswami,,"13136,21789",0.87,fuzzy_name_district
1856,Robert Venkataraman,,13137,0.97,fuzzy_name_district
1857,Karan Krish,,"13147,13553,20710",0.94,fuzzy_name_district
1858,Raghav Dar,,13158,0.95,fuzzy_name_district
1859,Ridhi Datta,,13159,0.83,fuzzy_name_district
1860,Parth Din,,13163,0.92,fuzzy_name_district
1861,Kai Ramachandran,,13166,0.95,fuzzy_name_district
1862,Frado Sundaram,,13179,0.98,fuzzy_name_district
1863,Omkaar Pillay,,13187,0.9,fuzzy_name_district
1864,Ayaan Sibal,,"13193,13794,14263,15983",0.83,fuzzy_name_district
1865,Dalbir Comar,,13200,0.94,fuzzy_name_district
1866,Vihaan Mallick,,13205,0.96,fuzzy_name_district
1867,Aarav Chowdhury,,13221,0.96,fuzzy_name_district
1868,Zehaan Menon,,"13235,17812",0.95,fuzzy_name_district
1869,David Salvi,,13257,0.97,fuzzy_name_district
1870,Isaiah Chauhan,,13262,0.88,fuzzy_name_district
1871,Sanya Date,,13277,0.99,fuzzy_name_district
1872,Lucky Bahl,,"13278,14470",0.97,fuzzy_name_district
1873,Ronith Nanda,,"13280,14233",0.9,fuzzy_name_district
1874,Udyati Manda,,"13281,14856",0.94,fuzzy_name_district
1875,Tarak Karnik,,"13287,17985",0.84,fuzzy_name_district
1876,Falan Thaman,,"13294,16486",0.89,fuzzy_name_district
1877,Daksh Anne,,"13303,17309,22122",0.86,fuzzy_name_district
1878,Dev Puri,,13307,0.88,fuzzy_name_district
1879,Nitesh Mammen,,13310,0.91,fuzzy_name_district
1880,Yachana Saini,,13311,0.9,fuzzy_name_district
1881,Faqid Srinivas,,"13321,19531",0.95,fuzzy_name_district
1882,Aayush Saha,,13326,0.98,fuzzy_name_district
1883,Rudra Brar,,13327,0.96,fuzzy_name_district
1884,Harrison Ramaswamy,,"13348,24198",0.88,fuzzy_name_district
1885,Ethan Wagle,,13392,0.97,fuzzy_name_district
1886,William Dubey,,13395,0.94,fuzzy_name_district
1887,Raghav Lal,,13404,0.96,fuzzy_name_district
1888,Alexander Goda,,13408,0.85,fuzzy_name_district
1889,Anirudh Gokhale,,"13416,14026",0.9,fuzzy_name_district
1890,Zayyan Singh,,13435,0.95,fuzzy_name_district
1891,Abhimanyu Guha,,13439,0.98,fuzzy_name_district
1892,Caleb Pal,,"13446,16767",0.92,fuzzy_name_district
1893,Samaksh Nair,,13521,0.98,fuzzy_name_district
1894,Gagan Bandi,,13528,0.91,fuzzy_name_district
1895,Ishaan Om,,"13532,14696",0.96,fuzzy_name_district
1896,Anmol Bhandari,,13535,0.84,fuzzy_name_district
1897,Rehaan Nori,,13541,0.96,fuzzy_name_district
1898,Mekhala Menon,,"13542,19693",0.84,fuzzy_name_district
1899,Jason Dash,,13544,0.84,fuzzy_name_district
1900,Wriddhish Prabhakar,,13545,0.9,fuzzy_name_district
1901,Daniel Chana,,13550,0.97,fuzzy_name_district
1902,Waida Mohan,,13568,0.96,fuzzy_name_district
1903,Abha Tiwari,,13569,0.93,fuzzy_name_district
1904,Matthew Doctor,,13581,0.96,fuzzy_name_district
1905,Zinal Contractor,,"13587,15621",0.9,fuzzy_name_district
1906,Victor Bakshi,,13600,0.95,fuzzy_name_district
1907,Yuvraj Shankar,,13604,0.91,fuzzy_name_district
1908,Dalbir Cheema,,13607,0.99,fuzzy_name_district
1909,Zarna Mangat,,13624,0.87,fuzzy_name_district
1910,Zehaan Parmer,,13625,0.87,fuzzy_name_district
1911,Maya Kuruvilla,,"13645,20635",0.96,fuzzy_name_district
1912,Jacob Nazareth,,13664,0.88,fuzzy_name_district
1913,Aryan Subramaniam,,13677,0.91,fuzzy_name_district
1914,Shaurya Bedi,,13689,0.89,fuzzy_name_district
1915,Sathvik Parmer,,13696,0.93,fuzzy_name_district
1916,Azad Garg,,13698,0.97,fuzzy_name_district
1917,Harrison Arora,,13699,0.98,fuzzy_name_district
1918,Balendra Ravi,,"13705,15802",0.89,fuzzy_name_district
1919,Krish Bhargava,,13711,0.85,fuzzy_name_district
1920,Samarth Sawhney,,13716,0.87,fuzzy_name_district
1921,Lucky Sane,,13722,0.87,fuzzy_name_district
1922,Jonathan Bera,,13724,0.82,fuzzy_name_district
1923,Ati Buch,,"13737,16489,17122",0.9,fuzzy_name_district
1924,Anthony Palla,,13748,0.84,fuzzy_name_district
1925,Damyanti Chaudhuri,,13750,0.96,fuzzy_name_district
1926,Qarin Dar,,13761,0.85,fuzzy_name_district
1927,Zehaan Saraf,,13765,0.95,fuzzy_name_district
1928,Balhaar Sidhu,,13767,0.91,fuzzy_name_district
1929,Pushti Bhavsar,,13773,0.91,fuzzy_name_district
1930,Nihal Uppal,,13781,0.88,fuzzy_name_district
1931,Aayush Walia,,13787,0.83,fuzzy_name_district
1932,Hritik Kannan,,13795,0.93,fuzzy_name_district
1933,Praneel Dutt,,13832,0.96,fuzzy_name_district
1934,Harrison Nadig,,13833,0.85,fuzzy_name_district
1935,Devansh Dayal,,"13843,21938,22774",0.99,fuzzy_name_district
1936,Brijesh Badal,,13854,0.93,fuzzy_name_district
1937,Faqid Kaur,,13862,0.89,fuzzy_name_district
1938,Yashica Purohit,,13866,0.91,fuzzy_name_district
1939,Agastya Sule,,13869,0.84,fuzzy_name_district
1940,Owen Wason,,13871,0.9,fuzzy_name_district
1941,Hemangini Hans,,13873,0.98,fuzzy_name_district
1942,Rachana Sarna,,13897,0.97,fuzzy_name_district
1943,Ekanta Kala,,13899,0.97,fuzzy_name_district
1944,Rajata Talwar,,13908,0.96,fuzzy_name_district
1945,Zashil Dube,,13914,0.88,fuzzy_name_district
1946,Frado Gaba,,13924,0.96,fuzzy_name_district
1947,George Ratta,,13926,0.92,fuzzy_name_district
1948,Chaitanya Sha,,13928,0.86,fuzzy_name_district
1949,Bina Arya,,"13930,18793",0.88,fuzzy_name_district
1950,Rajeshri Balakrishnan,,13933,0.86,fuzzy_name_district
1951,Ranbir Kade,,"13940,18759,22427",0.92,fuzzy_name_district
1952,Timothy Khare,,13943,0.9,fuzzy_name_district
1953,Chandran Lad,,"13967,23448",0.95,fuzzy_name_district
1954,Jack Ahuja,,13976,0.85,fuzzy_name_district
1955,Warinder Taneja,,13991,0.9,fuzzy_name_district
1956,Hredhaan Swamy,,"14011,16886",0.98,fuzzy_name_district
1957,Viraj Gola,,14015,0.88,fuzzy_name_district
1958,Qabil Sangha,,14024,0.87,fuzzy_name_district
1959,Abdul Cheema,,14032,0.95,fuzzy_name_district
1960,Zaid Kar,,14040,0.83,fuzzy_name_district
1961,Wyatt Joshi,,"14042,16159",0.97,fuzzy_name_district
1962,David Bedi,,"14055,20913",0.89,fuzzy_name_district
1963,Triya Chahal,,14064,0.88,fuzzy_name_district
1964,Garima Yohannan,,14076,0.96,fuzzy_name_district
1965,Triya Hari,,14085,0.98,fuzzy_name_district
1966,Yug Devi,,14086,0.84,fuzzy_name_district
1967,Darpan Warrior,,14092,0.94,fuzzy_name_district
1968,Oscar Issac,,"14093,14410",0.92,fuzzy_name_district
1969,Sudiksha Wadhwa,,14095,0.91,fuzzy_name_district
1970,Rudra Ganesh,,14097,0.91,fuzzy_name_district
1971,Maanav Rout,,14100,0.9,fuzzy_name_district
1972,Orinder Bhasin,,14102,0.98,fuzzy_name_district
1973,Dhriti Loyal,,14122,0.89,fuzzy_name_district
1974,Suhani Dash,,14132,0.99,fuzzy_name_district
1975,Yutika Seshadri,,"14137,18153,20248",0.98,fuzzy_name_district
1976,Yoshita Tripathi,,14149,0.86,fuzzy_name_district
1977,Laban Chandran,,"14151,22571",0.92,fuzzy_name_district
1978,Tanay Srinivasan,,14159,0.88,fuzzy_name_district
1979,Vivaan Sur,,14176,0.93,fuzzy_name_district
1980,Andrew Kapur,,14177,0.84,fuzzy_name_district
1981,Saksham Sarma,,14178,0.87,fuzzy_name_district
1982,Yash Dube,,"14183,15101",0.84,fuzzy_name_district
1983,Faras Kurian,,14184,0.86,fuzzy_name_district
1984,Warjas Shukla,,"14187,18022",0.92,fuzzy_name_district
1985,Jonathan Warrior,,"14188,21216",0.93,fuzzy_name_district
1986,Tejas Kibe,,14196,0.97,fuzzy_name_district
1987,Kamya Vig,,14197,0.86,fuzzy_name_district
1988,Oviya Bhatnagar,,14203,0.89,fuzzy_name_district
1989,Andrew Goyal,,14205,0.87,fuzzy_name_district
1990,Jonathan Batta,,14213,0.85,fuzzy_name_district
1991,Dakshesh Jayaraman,,14220,0.91,fuzzy_name_district
1992,Pranav Keer,,"14227,23518",0.83,fuzzy_name_district
1993,Irya Amble,,14234,0.93,fuzzy_name_district
1994,Yuvraj Mane,,14246,0.92,fuzzy_name_district
1995,Viraj Ramesh,,"14252,18508",0.98,fuzzy_name_district
1996,Fariq Batta,,14272,0.95,fuzzy_name_district
1997,Xavier Walla,,14273,0.91,fuzzy_name_district
1998,Anirudh Chakraborty,,14274,0.94,fuzzy_name_district
1999,Anusha Bhat,,"14281,20349",0.96,fuzzy_name_district
2000,Maanav Wadhwa,,14284,0.95,fuzzy_name_district
2001,Praneel Nayak,,"14305,14491",0.85,fuzzy_name_district
2002,Guneet Shere,,14323,0.94,fuzzy_name_district
2003,Simon Choudhry,,14343,0.89,fuzzy_name_district
2004,Nachiket Toor,,14345,0.85,fuzzy_name_district
2005,Faras Dayal,,14353,0.95,fuzzy_name_district
2006,Gunbir Gandhi,,14361,0.93,fuzzy_name_district
2007,Ijaya Dua,,"14362,14552",0.9,fuzzy_name_district
2008,Faraj D’Alia,,"14375,15099",0.87,fuzzy_name_district
2009,Laksh Comar,,14377,0.97,fuzzy_name_district
2010,Nathan Gola,,14384,0.91,fuzzy_name_district
2011,Laksh Iyer,,14392,0.82,fuzzy_name_district
2012,Lucky Din,,14397,0.97,fuzzy_name_district
2013,Krish Desai,,14401,0.9,fuzzy_name_district
2014,Samarth Khare,,"14405,20181",0.9,fuzzy_name_district
2015,Qadim Rama,,14429,0.85,fuzzy_name_district
2016,Ekalinga Venkataraman,,"14449,23878",0.84,fuzzy_name_district
2017,Advik Ghose,,"14458,17801",0.96,fuzzy_name_district
2018,Lohit Bedi,,"14459,21826",0.93,fuzzy_name_district
2019,Rajeshri Palla,,14468,0.96,fuzzy_name_district
2020,Ridhi Toor,,14469,0.82,fuzzy_name_district
2021,Azad Das,,"14484,20549",0.88,fuzzy_name_district
2022,Upkaar Deshpande,,14485,0.86,fuzzy_name_district
2023,Jai Sachdev,,"14496,23570",0.91,fuzzy_name_district
2024,Aarush Jhaveri,,14498,0.96,fuzzy_name_district
2025,Dalbir Sama,,14499,0.85,fuzzy_name_district
2026,Daksh Sarkar,,"14516,21041",0.94,fuzzy_name_district
2027,Azaan Kurian,,14519,0.83,fuzzy_name_district
2028,Pranav More,,14525,0.95,fuzzy_name_district
2029,Qadim Tella,,14544,0.84,fuzzy_name_district
2030,Eesha Walla,,14546,0.89,fuzzy_name_district
2031,Krishna Oza,,14550,0.93,fuzzy_name_district
2032,Ekaraj Ratti,,14554,0.96,fuzzy_name_district
2033,Tristan Bassi,,"14557,22924",0.84,fuzzy_name_district
2034,Leela Chowdhury,,14562,0.85,fuzzy_name_district
2035,Wyatt Tiwari,,"14563,17449",0.99,fuzzy_name_district
2036,Charan Walla,,14566,0.97,fuzzy_name_district
2037,Harsh Bassi,,14583,0.95,fuzzy_name_district
2038,Nihal Dhillon,,14584,0.98,fuzzy_name_district
2039,Dayita Gola,,14586,0.91,fuzzy_name_district
2040,Gabriel Dugar,,14588,0.87,fuzzy_name_district
2041,Hiral Parikh,,14594,0.85,fuzzy_name_district
2042,Praneel Tak,,"14619,20250",0.84,fuzzy_name_district
2043,Zehaan Sridhar,,14624,0.97,fuzzy_name_district
2044,Henry Barad,,14626,0.97,fuzzy_name_district
2045,Jack Gara,,"14630,20095,22401",0.87,fuzzy_name_district
2046,Utkarsh Kalita,,"14646,23834,24542",0.83,fuzzy_name_district
2047,Lopa Sankaran,,"14655,18496",0.96,fuzzy_name_district
2048,Lavanya Warrior,,14656,0.98,fuzzy_name_district
2049,Rehaan Gade,,14661,0.83,fuzzy_name_district
2050,Udarsh Buch,,14664,0.94,fuzzy_name_district
2051,Ganga Pai,,"14673,21046",0.96,fuzzy_name_district
2052,Jonathan Deo,,"14687,16234",0.94,fuzzy_name_district
2053,Raksha Halder,,14698,0.92,fuzzy_name_district
2054,Dayamai Chhabra,,"14700,18274",0.92,fuzzy_name_district
2055,Pranav Lalla,,14707,0.98,fuzzy_name_district
2056,Avi Bhardwaj,,14708,0.94,fuzzy_name_district
2057,Aryan Som,,"14718,16443,20301",0.88,fuzzy_name_district
2058,Jai Jha,,"14720,16700",0.83,fuzzy_name_district
2059,Chaitanya Bera,,14736,0.88,fuzzy_name_district
2060,Qabil Gara,,14748,0.97,fuzzy_name_district
2061,Nathan Lall,,14755,0.93,fuzzy_name_district
2062,Kashish Gole,,14756,0.82,fuzzy_name_district
2063,Krish Sama,,14763,0.85,fuzzy_name_district
2064,Manthan Chandran,,14792,0.88,fuzzy_name_district
2065,Wridesh Muni,,14802,0.99,fuzzy_name_district
2066,Henry Prashad,,14807,0.87,fuzzy_name_district
2067,Hemang Chhabra,,14816,0.94,fuzzy_name_district
2068,Warjas Thakur,,14826,0.94,fuzzy_name_district
2069,Wyatt Kunda,,14845,0.88,fuzzy_name_district
2070,Simon Yohannan,,14849,0.84,fuzzy_name_district
2071,Andrew Sridhar,,14851,0.84,fuzzy_name_district
2072,Wriddhish Venkatesh,,"14857,22372",0.88,fuzzy_name_district
2073,Shaurya Anand,,14873,0.95,fuzzy_name_district
2074,Fariq Vig,,14874,0.83,fuzzy_name_district
2075,Anthony Kade,,14875,0.86,fuzzy_name_district
2076,Jai Narula,,"14878,21910",0.9,fuzzy_name_district
2077,Rayaan Bawa,,14880,0.92,fuzzy_name_district
2078,Banjeet Sankaran,,14897,0.92,fuzzy_name_district
2079,Aashi Kara,,"14913,22731",0.92,fuzzy_name_district
2080,Aditya Arora,,14924,0.84,fuzzy_name_district
2081,Varsha Shenoy,,14926,0.87,fuzzy_name_district
2082,Girik Borah,,14939,0.9,fuzzy_name_district
2083,Ikbal Mane,,14941,0.89,fuzzy_name_district
2084,Gauri Kunda,,14943,0.87,fuzzy_name_district
2085,Jackson Das,,14949,0.93,fuzzy_name_district
2086,Sai Dayal,,"14961,17341",0.93,fuzzy_name_district
2087,Banjeet Kale,,14971,0.84,fuzzy_name_district
2088,Owen Dara,,14972,0.94,fuzzy_name_district
2089,Ansh Rajan,,14976,0.82,fuzzy_name_district
2090,Charan Pillai,,"14979,22587",0.89,fuzzy_name_district
2091,Kai Bhargava,,"14989,21054",0.95,fuzzy_name_district
2092,Teerth Mander,,15010,0.94,fuzzy_name_district
2093,Vasatika Chandra,,15013,0.94,fuzzy_name_district
2094,George Kaur,,15019,0.96,fuzzy_name_district
2095,Liam Saran,,15022,0.88,fuzzy_name_district
2096,Jalsa Mody,,"15031,15699",0.92,fuzzy_name_district
2097,Warjas Iyengar,,15033,0.92,fuzzy_name_district
2098,Sanaya Madan,,15034,0.92,fuzzy_name_district
2099,Patrick Setty,,15041,0.93,fuzzy_name_district
2100,Qasim Chaudry,,"15044,17862",0.97,fuzzy_name_district
2101,Akshay Kohli,,15045,0.92,fuzzy_name_district
2102,Naveen Mital,,15055,0.87,fuzzy_name_district
2103,Hemang Minhas,,15061,0.93,fuzzy_name_district
2104,Laksh Sanghvi,,15066,0.86,fuzzy_name_district
2105,Kai Savant,,15077,0.92,fuzzy_name_district
2106,Agastya Kala,,"15087,19576",0.93,fuzzy_name_district
2107,Adya Sachdeva,,15100,0.91,fuzzy_name_district
2108,Januja Shere,,"15109,17373",0.96,fuzzy_name_district
2109,Ethan Tiwari,,15116,0.93,fuzzy_name_district
2110,Neel Shere,,"15120,21904,24381",0.84,fuzzy_name_district
2111,Advay Gole,,"15131,15162",0.87,fuzzy_name_district
2112,Dhruv Natarajan,,15153,0.87,fuzzy_name_district
2113,Ishani Sood,,"15174,19522",0.95,fuzzy_name_district
2114,Ekansh Bhatnagar,,15178,0.92,fuzzy_name_district
2115,Karan Kulkarni,,"15188,23460",0.86,fuzzy_name_district
2116,Bakhshi Choudhury,,15205,0.84,fuzzy_name_district
2117,Anthony Kunda,,15211,0.95,fuzzy_name_district
2118,Ria Apte,,"15215,17360",0.82,fuzzy_name_district
2119,Anirudh Borah,,15224,0.99,fuzzy_name_district
2120,Farhan Soman,,15225,0.95,fuzzy_name_district
2121,Baljiwan Sood,,15231,0.94,fuzzy_name_district
2122,Ishaan Bala,,15232,0.91,fuzzy_name_district
2123,Frederick Nayak,,15234,0.98,fuzzy_name_district
2124,Aarnav Tandon,,"15239,19426",0.84,fuzzy_name_district
2125,Chandresh Ratta,,15253,0.98,fuzzy_name_district
2126,Rajata Date,,"15260,17421",0.97,fuzzy_name_district
2127,Omkaar Dhawan,,15263,0.9,fuzzy_name_district
2128,Farhan Pingle,,15266,0.84,fuzzy_name_district
2129,Tanay Hayer,,"15277,18421",0.86,fuzzy_name_district
2130,Girish Luthra,,15280,0.92,fuzzy_name_district
2131,Sai Nadig,,"15288,15321",0.92,fuzzy_name_district
2132,Nicholas Gara,,15299,0.95,fuzzy_name_district
2133,Chandresh Ramanathan,,15316,0.92,fuzzy_name_district
2134,Vrinda Bassi,,15319,0.95,fuzzy_name_district
2135,Tanish Varkey,,"15320,22247",0.94,fuzzy_name_district
