CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
4527,400040011202400008,202400008,2024-11-20,112,11,4,1,2,8,3,8,2024-11-18T15:40:25.034030,2024-11-20T14:40:25.034030,2024-11-20T14:40:25.034030,15.860935,74.508056,"Nisha Sathe was waylaid near Rai Zila, Belagavi by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
4528,100080021202500023,202500023,2025-07-25,236,21,1,2,4,21,1,15,2025-07-24T20:40:25.034283,2025-07-25T14:40:25.034283,2025-07-25T14:40:25.034283,13.87216,75.617645,"Madhavi Baral reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
4529,100170047202600008,202600008,2026-05-16,540,47,1,2,5,24,5,33,2026-05-14T04:40:25.034437,2026-05-16T14:40:25.034437,2026-05-16T14:40:25.034437,17.911236,77.510574,"Inaya Tella reported an incident of Possession that occurred near Chaudhari Path, Bidar. Details recorded and investigation taken up."
4530,100030005202400016,202400016,2024-09-25,55,5,1,2,5,25,5,6,2024-09-23T13:40:25.035080,2024-09-25T14:40:25.035080,2024-09-25T14:40:25.035080,12.228916,76.625871,"Udant Bhagat reported an incident of Trafficking that occurred near Johal Circle, Mysuru. Details recorded and investigation taken up."
4531,100040009202600102,202600102,2026-05-20,95,9,1,1,2,8,2,8,2026-05-18T01:40:25.035234,2026-05-20T14:40:25.035234,2026-05-20T14:40:25.035234,15.779931,74.499954,"Prisha Chaudhuri was waylaid near Saini Chowk, Belagavi by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
4532,100150040202500019,202500019,2025-07-04,456,40,1,2,6,28,6,30,2025-07-02T23:40:25.035473,2025-07-04T14:40:25.035473,2025-07-04T14:40:25.035473,13.278786,74.68936,"Tejas Chandra reported an incident of Unlawful Assembly that occurred near Sarkar Street, Udupi. Details recorded and investigation taken up."
4533,100190053202600004,202600004,2026-07-08,623,53,1,2,3,15,2,37,2026-07-08T10:40:25.035782,2026-07-08T14:40:25.035782,2026-07-08T14:40:25.035782,14.152072,76.448701,"Faqid Andra reported an incident of Molestation that occurred near Kumer Path, Chitradurga. Details recorded and investigation taken up."
4534,100090024202400009,202400009,2024-09-27,272,24,1,2,2,11,4,18,2024-09-26T11:40:25.036370,2024-09-27T14:40:25.036370,2024-09-27T14:40:25.036370,12.978968,74.884212,"Shivansh Rajan reported that a two-wheeler parked near Sanghvi Road, Dakshina Kannada was found missing. No witnesses present at the time of the incident."
4535,100200057202500010,202500010,2025-09-26,669,57,1,2,6,29,1,39,2025-09-24T17:40:25.036776,2025-09-26T14:40:25.036776,2025-09-26T14:40:25.036776,14.432592,75.931567,"Mason Pillay reported an incident of Public Nuisance that occurred near Chahal Chowk, Davanagere. Details recorded and investigation taken up."
4536,100160041202500011,202500011,2025-01-17,473,41,1,2,3,15,3,32,2025-01-15T03:40:25.037082,2025-01-17T14:40:25.037082,2025-01-17T14:40:25.037082,16.16096,77.378924,"Nidhi Sahni reported an incident of Molestation that occurred near Seth Street, Raichur. Details recorded and investigation taken up."
4537,100040010202500214,202500214,2025-09-05,107,10,1,2,3,16,4,8,2025-09-03T16:40:25.037398,2025-09-05T14:40:25.037398,2025-09-05T14:40:25.037398,15.870591,74.525752,"Chakradev Soni reported repeated physical and mental harassment by family members at the residence in Venkataraman Path, Belagavi."
4538,400040010202500011,202500011,2025-11-19,106,10,4,2,2,12,1,7,2025-11-17T07:40:25.037704,2025-11-19T14:40:25.037704,2025-11-19T14:40:25.037704,15.899222,74.565028,"Yashasvi Sule reported an incident of Criminal Breach of Trust that occurred near Mahajan Ganj, Belagavi. Details recorded and investigation taken up."
4539,100300091202400010,202400010,2024-10-17,1057,91,1,2,4,19,2,60,2024-10-16T01:40:25.037864,2024-10-17T14:40:25.037864,2024-10-17T14:40:25.037864,15.249859,76.476524,Varenya Raval reported an unauthorized transaction from their bank account after receiving a call from a person claiming to be a bank official.
4540,100040010202600125,202600125,2026-02-09,107,10,1,2,3,17,4,8,2026-02-09T06:40:25.038170,2026-02-09T14:40:25.038170,2026-02-09T14:40:25.038170,15.880016,74.450775,"Zashil Raval reported an incident of Sexual Harassment that occurred near Bali Path, Belagavi. Details recorded and investigation taken up."
4541,100260081202500014,202500014,2025-05-15,949,81,1,1,2,9,3,51,2025-05-12T19:40:25.038498,2025-05-15T14:40:25.038498,2025-05-15T14:40:25.038498,11.936934,77.00638,"Damini Bava reported an incident of Dacoity that occurred near Doshi Marg, Chamarajanagara. Details recorded and investigation taken up."
4542,100040011202600111,202600111,2026-04-26,116,11,1,2,5,24,3,8,2026-04-24T11:40:25.039032,2026-04-26T14:40:25.039032,2026-04-26T14:40:25.039032,15.797975,74.437555,"Hamsini Majumdar reported an incident of Possession that occurred near Thaker Zila, Belagavi. Details recorded and investigation taken up."
4543,100060017202500018,202500018,2025-12-04,182,17,1,2,5,26,2,11,2025-12-03T05:40:25.039242,2025-12-04T14:40:25.039242,2025-12-04T14:40:25.039242,16.886899,75.714043,"Anmol Sarna reported an incident of Cultivation that occurred near Ramakrishnan, Vijayapura. Details recorded and investigation taken up."
4544,100300091202400011,202400011,2024-11-08,1057,91,1,2,6,29,5,59,2024-11-07T23:40:25.039766,2024-11-08T14:40:25.039766,2024-11-08T14:40:25.039766,15.191682,76.44635,"Ayaan Bala reported an incident of Public Nuisance that occurred near Behl Ganj, Vijayanagara. Details recorded and investigation taken up."
4545,100240074202400002,202400002,2024-08-13,859,74,1,1,1,2,1,47,2024-08-11T13:40:25.040237,2024-08-13T14:40:25.040237,2024-08-13T14:40:25.040237,16.133144,75.6065,"Rushil Krish reported an incident of Attempt to Murder that occurred near Comar Street, Bagalkote. Details recorded and investigation taken up."
4546,100040011202500223,202500223,2025-03-12,115,11,1,2,3,14,2,7,2025-03-11T12:40:25.040569,2025-03-12T14:40:25.040569,2025-03-12T14:40:25.040569,15.867385,74.505612,Udarsh Rajagopalan alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
4547,300040009202600009,202600009,2026-02-14,98,9,2,2,1,5,6,7,2026-02-13T18:40:25.041057,2026-02-14T14:40:25.041057,2026-02-14T14:40:25.041057,15.810451,74.542149,"Ekbal Kaul reported an incident of Assault that occurred near Dara Zila, Belagavi. Details recorded and investigation taken up."
4548,100190052202600002,202600002,2026-05-24,599,52,1,2,5,25,7,37,2026-05-21T14:40:25.041445,2026-05-24T14:40:25.041445,2026-05-24T14:40:25.041445,14.263591,76.430307,"Chaman Ramachandran reported an incident of Trafficking that occurred near Bhat Zila, Chitradurga. Details recorded and investigation taken up."
4549,100040010202500215,202500215,2025-09-14,111,10,1,2,2,12,1,8,2025-09-13T18:40:25.041910,2025-09-14T14:40:25.041910,2025-09-14T14:40:25.041910,15.917491,74.446171,"Ekaja Vala reported an incident of Criminal Breach of Trust that occurred near Upadhyay, Belagavi. Details recorded and investigation taken up."
4550,100270084202500017,202500017,2025-07-16,983,84,1,1,1,2,3,54,2025-07-14T02:40:25.042207,2025-07-16T14:40:25.042207,2025-07-16T14:40:25.042207,12.36961,75.837752,"Jagat Vig reported an incident of Attempt to Murder that occurred near Saha Path, Kodagu. Details recorded and investigation taken up."
4551,100040010202600126,202600126,2026-05-08,103,10,1,2,6,29,2,8,2026-05-06T04:40:25.042627,2026-05-08T14:40:25.042627,2026-05-08T14:40:25.042627,15.8249,74.429602,"Daniel Kumar reported an incident of Public Nuisance that occurred near Parmar Zila, Belagavi. Details recorded and investigation taken up."
4552,100280085202500004,202500004,2025-11-24,991,85,1,1,2,8,2,56,2025-11-23T14:40:25.042797,2025-11-24T14:40:25.042797,2025-11-24T14:40:25.042797,12.723803,77.262912,"Chameli Narang was waylaid near Din Path, Ramanagara by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
4553,100090026202500011,202500011,2025-02-10,294,26,1,2,4,23,4,18,2025-02-08T00:40:25.043065,2025-02-10T14:40:25.043065,2025-02-10T14:40:25.043065,12.948509,74.789068,"Vanya Bandi reported an incident of OTP Fraud that occurred near Hegde Circle, Dakshina Kannada. Details recorded and investigation taken up."
4554,100160041202500012,202500012,2025-06-24,478,41,1,2,5,26,1,31,2025-06-22T18:40:25.043224,2025-06-24T14:40:25.043224,2025-06-24T14:40:25.043224,16.265961,77.292123,"Aarnav Jha reported an incident of Cultivation that occurred near Taneja Nagar, Raichur. Details recorded and investigation taken up."
4555,100110030202400015,202400015,2024-07-22,340,30,1,2,5,25,5,22,2024-07-20T01:40:25.043635,2024-07-22T14:40:25.043635,2024-07-22T14:40:25.043635,15.386976,75.009968,"Ira Suresh reported an incident of Trafficking that occurred near Wason, Dharwad. Details recorded and investigation taken up."
4556,100040011202500224,202500224,2025-09-28,119,11,1,2,4,22,1,8,2025-09-26T13:40:25.044145,2025-09-28T14:40:25.044145,2025-09-28T14:40:25.044145,15.874571,74.528961,"Fariq Chahal reported an incident of Social Media Impersonation that occurred near Bains Road, Belagavi. Details recorded and investigation taken up."
4557,800280087202500001,202500001,2025-07-22,1005,87,3,2,1,3,3,56,2025-07-21T04:40:25.044499,2025-07-22T14:40:25.044499,2025-07-22T14:40:25.044499,12.719792,77.331034,"Unnati Suresh reported an incident of Grievous Hurt that occurred near Chaudhuri Circle, Ramanagara. Details recorded and investigation taken up."
4558,100040011202500225,202500225,2026-06-12,118,11,1,2,2,11,3,7,2026-06-10T14:40:25.044993,2026-06-12T14:40:25.044993,2026-06-12T14:40:25.044993,15.854666,74.49233,"Vansha Tata reported that a two-wheeler parked near Choudhary Circle, Belagavi was found missing. No witnesses present at the time of the incident."
4559,100040009202500180,202500180,2025-01-13,97,9,1,1,2,8,1,8,2025-01-12T11:40:25.045445,2025-01-13T14:40:25.045445,2025-01-13T14:40:25.045445,15.814814,74.439342,"Raksha Bains was waylaid near Samra Chowk, Belagavi by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
4560,100280086202500013,202500013,2025-01-18,999,86,1,1,1,2,5,56,2025-01-17T18:40:25.045800,2025-01-18T14:40:25.045800,2025-01-18T14:40:25.045800,12.761599,77.213657,"Christopher Dewan reported an incident of Attempt to Murder that occurred near Mander Zila, Ramanagara. Details recorded and investigation taken up."
4561,100040009202500181,202500181,2026-05-05,99,9,1,2,2,11,1,8,2026-05-02T14:40:25.045972,2026-05-05T14:40:25.045972,2026-05-05T14:40:25.045972,15.88571,74.552766,"Barkha Nagy reported that a two-wheeler parked near Thakur Path, Belagavi was found missing. No witnesses present at the time of the incident."
4562,100020004202600014,202600014,2026-02-15,49,4,1,2,4,20,2,3,2026-02-15T05:40:25.046164,2026-02-15T14:40:25.046164,2026-02-15T14:40:25.046164,13.239135,77.582126,"Zehaan Parmer reported an incident of Identity Theft that occurred near Prashad Zila, Bengaluru Rural. Details recorded and investigation taken up."
4563,100100027202500024,202500024,2025-12-14,303,27,1,2,3,15,2,20,2025-12-11T18:40:25.046707,2025-12-14T14:40:25.046707,2025-12-14T14:40:25.046707,17.273365,76.796037,"Udant Gara reported an incident of Molestation that occurred near Rai Ganj, Kalaburagi. Details recorded and investigation taken up."
4564,100040011202500226,202500226,2025-10-19,115,11,1,2,4,21,6,8,2025-10-18T23:40:25.047087,2025-10-19T14:40:25.047087,2025-10-19T14:40:25.047087,15.869121,74.54653,"Naksh Dara reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
4565,100030006202600016,202600016,2026-01-16,70,6,1,1,2,8,4,5,2026-01-13T20:40:25.047326,2026-01-16T14:40:25.047326,2026-01-16T14:40:25.047326,12.287217,76.610371,"Jatin Jani was waylaid near Chaudry Nagar, Mysuru by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
4566,100040009202400086,202400086,2024-09-23,94,9,1,2,4,21,1,7,2024-09-22T13:40:25.047815,2024-09-23T14:40:25.047815,2024-09-23T14:40:25.047815,15.912932,74.454008,"Chanakya Devan reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
4567,100270084202500018,202500018,2025-06-03,976,84,1,2,2,12,1,53,2025-06-01T18:40:25.048089,2025-06-03T14:40:25.048089,2025-06-03T14:40:25.048089,12.379099,75.822737,"Rishi Mane reported an incident of Criminal Breach of Trust that occurred near Hayer, Kodagu. Details recorded and investigation taken up."
4568,100120032202600013,202600013,2026-04-14,364,32,1,2,6,27,7,24,2026-04-12T16:40:25.048274,2026-04-14T14:40:25.048274,2026-04-14T14:40:25.048274,13.066198,76.10066,"Daksha Keer reported an incident of Rioting that occurred near Patil Path, Hassan. Details recorded and investigation taken up."
4569,100040009202500182,202500182,2026-05-29,96,9,1,2,2,11,4,8,2026-05-28T02:40:25.048746,2026-05-29T14:40:25.048746,2026-05-29T14:40:25.048746,15.895945,74.521338,"Zayyan Keer reported that a two-wheeler parked near Dora Street, Belagavi was found missing. No witnesses present at the time of the incident."
4570,100090022202500011,202500011,2025-10-18,245,22,1,2,2,12,3,17,2025-10-16T19:40:25.049126,2025-10-18T14:40:25.049126,2025-10-18T14:40:25.049126,12.949797,74.806735,"Rohan Ben reported an incident of Criminal Breach of Trust that occurred near Doctor, Dakshina Kannada. Details recorded and investigation taken up."
4571,100010001202500052,202500052,2025-10-27,13,1,1,2,2,11,2,2,2025-10-27T09:40:25.049380,2025-10-27T14:40:25.049380,2025-10-27T14:40:25.049380,12.95318,77.56439,"Isaac Palan reported that a two-wheeler parked near Boase Street, Bengaluru Urban was found missing. No witnesses present at the time of the incident."
4572,100120031202600010,202600010,2026-05-15,358,31,1,2,2,12,2,23,2026-05-15T10:40:25.049579,2026-05-15T14:40:25.049579,2026-05-15T14:40:25.049579,12.98255,76.041966,"William Jha reported an incident of Criminal Breach of Trust that occurred near Mane Street, Hassan. Details recorded and investigation taken up."
4573,800170048202600002,202600002,2026-03-04,547,48,3,2,2,11,1,33,2026-03-02T14:40:25.050027,2026-03-04T14:40:25.050027,2026-03-04T14:40:25.050027,17.895874,77.511697,"Yashvi Pingle reported that a two-wheeler parked near Krishna Circle, Bidar was found missing. No witnesses present at the time of the incident."
4574,100050013202400013,202400013,2024-10-13,135,13,1,2,2,13,5,9,2024-10-13T00:40:25.050422,2024-10-13T14:40:25.050422,2024-10-13T14:40:25.050422,15.091326,76.899912,"Triya Nori reported an incident of Cheating that occurred near Som Circle, Ballari. Details recorded and investigation taken up."
4575,100170044202500010,202500010,2025-05-18,509,44,1,2,2,7,1,33,2025-05-17T05:40:25.050717,2025-05-18T14:40:25.050717,2025-05-18T14:40:25.050717,17.858693,77.589427,"Vamakshi Shah reported that valuables including cash and jewellery were stolen from the premises at Banerjee Street, Bidar while the house was unattended."
4576,100040009202500183,202500183,2026-02-25,95,9,1,2,2,11,2,8,2026-02-24T00:40:25.050862,2026-02-25T14:40:25.050862,2026-02-25T14:40:25.050862,15.854909,74.560881,"Ekani Kaur reported that a two-wheeler parked near Vohra Marg, Belagavi was found missing. No witnesses present at the time of the incident."
4577,100050014202500016,202500016,2025-06-05,142,14,1,2,2,10,2,10,2025-06-02T15:40:25.051258,2025-06-05T14:40:25.051258,2025-06-05T14:40:25.051258,15.179262,76.92518,"Vrinda Sachar reported an incident of Burglary that occurred near Buch Chowk, Ballari. Details recorded and investigation taken up."
4578,100180051202400006,202400006,2024-09-08,590,51,1,2,4,19,4,36,2024-09-07T01:40:25.051448,2024-09-08T14:40:25.051448,2024-09-08T14:40:25.051448,13.10482,78.132522,Ekaraj Prabhakar reported an unauthorized transaction from their bank account after receiving a call from a person claiming to be a bank official.
4579,100040010202400100,202400100,2026-07-09,105,10,1,2,2,11,3,7,2026-07-06T22:40:25.051964,2026-07-09T14:40:25.051964,2026-07-09T14:40:25.051964,15.879593,74.56163,"Jeremiah Kuruvilla reported that a two-wheeler parked near Sha Road, Belagavi was found missing. No witnesses present at the time of the incident."
4580,100270082202400008,202400008,2024-12-29,952,82,1,2,3,14,6,54,2024-12-29T13:40:25.052082,2024-12-29T14:40:25.052082,2024-12-29T14:40:25.052082,12.369503,75.845384,Pushti Singhal alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
4581,300280086202600001,202600001,2026-04-29,998,86,2,2,1,6,2,56,2026-04-27T22:40:25.052383,2026-04-29T14:40:25.052383,2026-04-29T14:40:25.052383,12.6765,77.251028,"Idika Patla reported an incident of Culpable Homicide that occurred near Sawhney Path, Ramanagara. Details recorded and investigation taken up."
4582,100250076202600006,202600006,2026-05-06,890,76,1,2,3,16,2,50,2026-05-05T04:40:25.052780,2026-05-06T14:40:25.052780,2026-05-06T14:40:25.052780,13.411524,77.703343,"Anmol Subramaniam reported repeated physical and mental harassment by family members at the residence in Issac Road, Chikkaballapura."
4583,100240073202500008,202500008,2025-01-24,853,73,1,2,3,18,5,47,2025-01-22T17:40:25.053033,2025-01-24T14:40:25.053033,2025-01-24T14:40:25.053033,16.19749,75.702222,"Robert Mistry reported an incident of Cruelty by Husband/Relatives that occurred near Dayal Road, Bagalkote. Details recorded and investigation taken up."
4584,100020003202500015,202500015,2025-06-11,39,3,1,2,5,25,2,4,2025-06-11T13:40:25.053197,2025-06-11T14:40:25.053197,2025-06-11T14:40:25.053197,13.253578,77.604931,"Faqid Das reported an incident of Trafficking that occurred near Sankar Circle, Bengaluru Rural. Details recorded and investigation taken up."
4585,100250078202500008,202500008,2025-01-23,915,78,1,2,3,14,1,50,2025-01-22T23:40:25.053443,2025-01-23T14:40:25.053443,2025-01-23T14:40:25.053443,13.387907,77.737575,Xalak Brahmbhatt alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
4586,100010001202500053,202500053,2025-01-30,8,1,1,2,5,24,4,1,2025-01-30T00:40:25.053807,2025-01-30T14:40:25.053807,2025-01-30T14:40:25.053807,12.907995,77.584036,"Theodore Dayal reported an incident of Possession that occurred near Handa Ganj, Bengaluru Urban. Details recorded and investigation taken up."
4587,100030008202600020,202600020,2026-06-02,85,8,1,2,5,26,4,5,2026-06-01T05:40:25.054057,2026-06-02T14:40:25.054057,2026-06-02T14:40:25.054057,12.322346,76.567688,"Atharv Patla reported an incident of Cultivation that occurred near Konda, Mysuru. Details recorded and investigation taken up."
4588,300010001202600003,202600003,2026-01-12,3,1,2,2,6,28,3,1,2026-01-11T07:40:25.054228,2026-01-12T14:40:25.054228,2026-01-12T14:40:25.054228,12.919922,77.65312,"Samarth Karpe reported an incident of Unlawful Assembly that occurred near Viswanathan Path, Bengaluru Urban. Details recorded and investigation taken up."
4589,100040009202500184,202500184,2025-10-31,98,9,1,2,3,16,2,7,2025-10-30T06:40:25.054618,2025-10-31T14:40:25.054618,2025-10-31T14:40:25.054618,15.914592,74.456766,"Inaya Oommen reported repeated physical and mental harassment by family members at the residence in Sura Marg, Belagavi."
4590,400210062202600001,202600001,2026-05-07,718,62,4,2,6,28,1,42,2026-05-04T15:40:25.055047,2026-05-07T14:40:25.055047,2026-05-07T14:40:25.055047,14.813228,75.451868,"Ubika Barad reported an incident of Unlawful Assembly that occurred near Viswanathan Road, Haveri. Details recorded and investigation taken up."
4591,100080020202500026,202500026,2025-08-28,226,20,1,2,4,19,1,15,2025-08-26T12:40:25.055430,2025-08-28T14:40:25.055430,2025-08-28T14:40:25.055430,13.932118,75.598552,Rohan Shah reported an unauthorized transaction from their bank account after receiving a call from a person claiming to be a bank official.
4592,100010002202500047,202500047,2025-04-10,20,2,1,2,2,10,2,1,2025-04-08T21:40:25.055970,2025-04-10T14:40:25.055970,2025-04-10T14:40:25.055970,12.921727,77.612803,"Ansh Narula reported an incident of Burglary that occurred near Sem Chowk, Bengaluru Urban. Details recorded and investigation taken up."
4593,100030008202500030,202500030,2025-05-18,89,8,1,2,2,10,1,6,2025-05-15T17:40:25.056506,2025-05-18T14:40:25.056506,2025-05-18T14:40:25.056506,12.271331,76.632652,"Ekbal Andra reported an incident of Burglary that occurred near Dixit Ganj, Mysuru. Details recorded and investigation taken up."
4594,100030006202400016,202400016,2024-12-27,70,6,1,2,6,29,5,6,2024-12-26T03:40:25.056752,2024-12-27T14:40:25.056752,2024-12-27T14:40:25.056752,12.288393,76.631765,"Ekansh Ravel reported an incident of Public Nuisance that occurred near Balan Marg, Mysuru. Details recorded and investigation taken up."
4595,100040009202500185,202500185,2025-10-22,93,9,1,2,3,16,1,7,2025-10-21T13:40:25.057092,2025-10-22T14:40:25.057092,2025-10-22T14:40:25.057092,15.80747,74.549082,"Harini Tripathi reported repeated physical and mental harassment by family members at the residence in Palla Road, Belagavi."
4596,100020003202500016,202500016,2025-02-27,32,3,1,2,4,21,4,4,2025-02-24T23:40:25.057616,2025-02-27T14:40:25.057616,2025-02-27T14:40:25.057616,13.288199,77.634352,"Benjamin Zacharia reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
4597,100040010202400101,202400101,2026-02-18,102,10,1,2,2,11,1,7,2026-02-16T04:40:25.057894,2026-02-18T14:40:25.057894,2026-02-18T14:40:25.057894,15.779574,74.447798,"Udarsh Bala reported that a two-wheeler parked near Ganguly Chowk, Belagavi was found missing. No witnesses present at the time of the incident."
4598,100030008202600021,202600021,2026-05-21,85,8,1,2,5,25,2,6,2026-05-20T16:40:25.058068,2026-05-21T14:40:25.058068,2026-05-21T14:40:25.058068,12.270415,76.664982,"Karan Nadig reported an incident of Trafficking that occurred near Brar, Mysuru. Details recorded and investigation taken up."
4599,100170048202500010,202500010,2025-03-09,547,48,1,2,5,24,1,33,2025-03-07T15:40:25.058475,2025-03-09T14:40:25.058475,2025-03-09T14:40:25.058475,17.841315,77.517213,"Vasatika Edwin reported an incident of Possession that occurred near Sachdev Street, Bidar. Details recorded and investigation taken up."
4600,100040010202500216,202500216,2026-01-21,110,10,1,2,2,11,1,8,2026-01-21T00:40:25.058702,2026-01-21T14:40:25.058702,2026-01-21T14:40:25.058702,15.784867,74.541852,"Reyansh Gupta reported that a two-wheeler parked near Vora Path, Belagavi was found missing. No witnesses present at the time of the incident."
4601,100090023202500010,202500010,2025-10-11,260,23,1,2,1,5,1,18,2025-10-10T22:40:25.059011,2025-10-11T14:40:25.059011,2025-10-11T14:40:25.059011,12.848712,74.813273,"Raghav Murthy reported an incident of Assault that occurred near Wason Chowk, Dakshina Kannada. Details recorded and investigation taken up."
4602,100030005202600018,202600018,2026-05-31,55,5,1,1,2,8,2,5,2026-05-30T13:40:25.059344,2026-05-31T14:40:25.059344,2026-05-31T14:40:25.059344,12.276444,76.707657,"Chaman Bajaj was waylaid near Narasimhan Nagar, Mysuru by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
4603,100100028202500019,202500019,2025-11-17,318,28,1,2,4,21,2,19,2025-11-17T03:40:25.059779,2025-11-17T14:40:25.059779,2025-11-17T14:40:25.059779,17.295702,76.780453,"Dalaja Saran reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
4604,100040010202400102,202400102,2026-01-14,103,10,1,2,2,11,5,8,2026-01-13T04:40:25.060192,2026-01-14T14:40:25.060192,2026-01-14T14:40:25.060192,15.875462,74.488248,"Naksh Bedi reported that a two-wheeler parked near Deshpande Road, Belagavi was found missing. No witnesses present at the time of the incident."
4605,100250076202400004,202400004,2024-09-05,890,76,1,2,1,5,7,50,2024-09-03T03:40:25.060455,2024-09-05T14:40:25.060455,2024-09-05T14:40:25.060455,13.377591,77.738064,"Yachana Mutti reported an incident of Assault that occurred near Borra Nagar, Chikkaballapura. Details recorded and investigation taken up."
4606,100280088202500012,202500012,2025-02-22,1023,88,1,2,6,28,2,55,2025-02-20T11:40:25.060884,2025-02-22T14:40:25.060884,2025-02-22T14:40:25.060884,12.71344,77.220073,"Saanvi Naidu reported an incident of Unlawful Assembly that occurred near Bhattacharyya Street, Ramanagara. Details recorded and investigation taken up."
4607,100030007202600019,202600019,2026-05-24,76,7,1,2,3,17,2,5,2026-05-23T07:40:25.061222,2026-05-24T14:40:25.061222,2026-05-24T14:40:25.061222,12.288658,76.57455,"Theodore Chaudhary reported an incident of Sexual Harassment that occurred near Dass Nagar, Mysuru. Details recorded and investigation taken up."
4608,100040010202600127,202600127,2026-05-09,105,10,1,2,5,26,3,7,2026-05-09T12:40:25.061627,2026-05-09T14:40:25.061627,2026-05-09T14:40:25.061627,15.786345,74.534712,"Laban Arya reported an incident of Cultivation that occurred near Gera Circle, Belagavi. Details recorded and investigation taken up."
4609,100040010202500217,202500217,2025-07-06,110,10,1,2,1,3,1,7,2025-07-06T11:40:25.061905,2025-07-06T14:40:25.061905,2025-07-06T14:40:25.061905,15.821542,74.475571,"Zinal Babu reported an incident of Grievous Hurt that occurred near Lanka Chowk, Belagavi. Details recorded and investigation taken up."
4610,800030008202600003,202600003,2026-03-06,92,8,3,2,6,27,5,5,2026-03-06T13:40:25.062080,2026-03-06T14:40:25.062080,2026-03-06T14:40:25.062080,12.331814,76.704397,"Vanya Pall reported an incident of Rioting that occurred near Seth Road, Mysuru. Details recorded and investigation taken up."
4611,100140037202400005,202400005,2024-08-18,431,37,1,2,5,26,2,28,2024-08-16T12:40:25.062414,2024-08-18T14:40:25.062414,2024-08-18T14:40:25.062414,13.330178,75.831381,"Prisha Sangha reported an incident of Cultivation that occurred near Atwal Road, Chikkamagaluru. Details recorded and investigation taken up."
4612,400040009202500008,202500008,2025-05-19,97,9,4,1,2,9,7,7,2025-05-17T07:40:25.062728,2025-05-19T14:40:25.062728,2025-05-19T14:40:25.062728,15.827662,74.478047,"Ansh Wagle reported an incident of Dacoity that occurred near Sharma Zila, Belagavi. Details recorded and investigation taken up."
4613,400010001202500007,202500007,2025-06-17,10,1,4,2,4,21,4,2,2025-06-17T09:40:25.062971,2025-06-17T14:40:25.062971,2025-06-17T14:40:25.062971,13.027384,77.654522,"Advay Hegde reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
4614,100230068202400005,202400005,2024-07-26,784,68,1,2,4,21,3,45,2024-07-25T04:40:25.063309,2024-07-26T14:40:25.063309,2024-07-26T14:40:25.063309,15.324189,76.200285,"Bhavani Saini reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
4615,100050012202400006,202400006,2024-07-11,129,12,1,2,1,3,1,10,2024-07-10T09:40:25.063725,2024-07-11T14:40:25.063725,2024-07-11T14:40:25.063725,15.125518,76.933356,"Jeevika Raman reported an incident of Grievous Hurt that occurred near Minhas Ganj, Ballari. Details recorded and investigation taken up."
4616,100020004202400010,202400010,2024-11-11,46,4,1,2,5,26,2,3,2024-11-08T17:40:25.063987,2024-11-11T14:40:25.063987,2024-11-11T14:40:25.063987,13.277983,77.534714,"Yashica Chandran reported an incident of Cultivation that occurred near Manda Path, Bengaluru Rural. Details recorded and investigation taken up."
4617,300150040202600002,202600002,2026-02-10,456,40,2,2,3,15,2,29,2026-02-10T02:40:25.064219,2026-02-10T14:40:25.064219,2026-02-10T14:40:25.064219,13.294218,74.755492,"Irya Munshi reported an incident of Molestation that occurred near Wadhwa Ganj, Udupi. Details recorded and investigation taken up."
4618,100270083202500018,202500018,2025-02-15,969,83,1,2,2,7,4,54,2025-02-12T15:40:25.064765,2025-02-15T14:40:25.064765,2025-02-15T14:40:25.064765,12.27415,75.848208,"Joshua Sundaram reported that valuables including cash and jewellery were stolen from the premises at Deo, Kodagu while the house was unattended."
4619,100040011202500227,202500227,2025-11-04,119,11,1,2,2,13,2,7,2025-11-02T18:40:25.065182,2025-11-04T14:40:25.065182,2025-11-04T14:40:25.065182,15.813455,74.447579,"Nachiket Devi reported an incident of Cheating that occurred near Thaker Circle, Belagavi. Details recorded and investigation taken up."
